frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=I can finally tell you...>	0.0	0.0	0.0	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=131	null	default
1	<div class=onebox lazyYT lazyYT-container data-parameters=feature=oembed&wmode=opaque data-youtube-id=@ID data-youtube-title=I AM GAY - MY COMING OUT STORY>	0.0	2.0	0.0	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=150	null	default
19	<div class=onebox lazyYT lazyYT-container data-parameters=@LONG data-youtube-id=@ID data-youtube-title=@LONG>	0.0	2.0	0.0	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=199 https://forum.kremmania.hu/t/youtube-beauty-guruk/85?page=27 https://forum.kremmania.hu/t/youtube-beauty-guruk/85?page=31 https://forum.kremmania.hu/t/evszaktipusok-szintanacsadas-velemenyek-tapasztalatok/169?page=8 https://forum.kremmania.hu/t/uj-unboxing-kepekkel/883?page=211	null	default
1	<div class=onebox lazyYT lazyYT-container data-parameters=feature=oembed&wmode=opaque data-youtube-id=@ID data-youtube-title=Beauty hírek FEBRUÁR! ⭐️ Luca>	0.0	2.0	0.0	https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=181	null	default
3	<img class=thumbnail onebox-full-image height=@STYLE src=@LINK width=@STYLE>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=130 https://forum.kremmania.hu/t/akciok-tudsz-rola/125?page=178 https://forum.kremmania.hu/t/uj-termekek-varhato-kollekciok-kivansaglista-vagy-kihagyod/60?page=183	null	default
8	<video controls= height=@STYLE poster=@LINK style=@STYLE title=@LONG width=@STYLE>	0.0	1.0	0.0	https://forum.kremmania.hu/t/youtube-beauty-guruk/85?page=45 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=107 https://forum.kremmania.hu/t/hajcsattok-hajdiszek-fonasok-es-hajsonlok/600 https://forum.kremmania.hu/t/viccek-poenok-vicces-kepek-nevessunk-egyutt/557?page=28 https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=100	null	default
21	<source src=@LINK>	0.0	0.0	0.0	https://forum.kremmania.hu/t/viccek-poenok-vicces-kepek-nevessunk-egyutt/557?page=26 https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=26 https://forum.kremmania.hu/t/tippek-jotanacsok-koronavirus-idejere/911?page=16 https://forum.kremmania.hu/t/viccek-poenok-vicces-kepek-nevessunk-egyutt/557?page=44 https://forum.kremmania.hu/t/viccek-poenok-vicces-kepek-nevessunk-egyutt/557?page=28	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title="Never sleep without piano">	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=挂一盏观花月影灯，正配这一整桌的黄桃小食>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=3	null	default
1	<div class=lazyYT data-height=@STYLE data-parameters=feature=oembed&wmode=opaque data-width=@STYLE data-youtube-id=@ID data-youtube-title=@MaikoNUM>	0.0	0.0	0.0	https://forum.kremmania.hu/t/lapozo-web-oldal-es-cikk-ajanlo/489?page=3	null	default
