frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute
18	<form action=@LINK method=post>	35.55555555555556	36.5	0.0	https://szekelyhon.ro/aktualis/elindult-leadni-a-lejart-gyogyszereket-aztan-vegul-megiscsak-nala-maradt https://szekelyhon.ro/aktualis/kozteri-garazsok-lebontani-vagy-sem https://szekelyhon.ro/aktualis/elovalasztasi-eredmemek https://szekelyhon.ro/aktualis/elovalasztasra-keszul-csikszereda https://szekelyhon.ro/aktualis/azsiai-vendegmunkasok-ellen-haborognak-ditroban	kviz	default	
60	<h1 class=menucolor_fr titlefont>	4.15	0.016666666666666666	4.15	https://szekelyhon.ro/aktualis/mikor-tavolitjak-mar-el-a-kereszteket https://szekelyhon.ro/aktualis/marcius-15-ne-csak-nezz-lass-is https://szekelyhon.ro/aktualis/enis https://szekelyhon.ro/aktualis/kozan-istvan-reducere-20 https://szekelyhon.ro/aktualis/sotet-felhok-szekelyudvarhely-folott	decompose	default	
18	<h2>	7.333333333333333	0.0	7.333333333333333	https://szekelyhon.ro/sport/jegkorong/szepit-a-progym-vagy-lezarja-a-parharcot-a-sportklub https://szekelyhon.ro/aktualis/konyvszeker-ahol-szinte-tolonganak-a-vasarlok https://szekelyhon.ro/aktualis/kaufland-ugy-dontson-az-olvaso https://szekelyhon.ro/aktualis/csikszeredai-lakoskent-on-melyik-helyi-sportagat-tartja-a-legnepszerubbnek https://szekelyhon.ro/aktualis/elovalasztasi-eredmemek	cimsor	default	
2	<iframe frameborder=@NUM height=@STYLE marginheight=@STYLE marginwidth=@STYLE src=@LINK width=@STYLE>	0.5	0.0	0.5	https://szekelyhon.ro/aktualis/ismet-a-legprimabbak-kerestetnek https://szekelyhon.ro/aktualis/intenziv-turisztikai-es-vendeglatoipari-fejlesztesekre-keszulnek	default	default	
86	<label for=@NUM>	5.488372093023256	0.0	5.488372093023256	https://szekelyhon.ro/aktualis/karacsony-van-es-hamar-sotetedik-de-meg-mennyire https://szekelyhon.ro/aktualis/konyvszeker-ahol-szinte-tolonganak-a-vasarlok https://szekelyhon.ro/aktualis/minimalberert-nem-maradnak-itthon-a-szekelyfoldi-fiatalok https://szekelyhon.ro/aktualis/ennyire-jok-a-gyergyoiak-dalszerzesben https://szekelyhon.ro/aktualis/a-csapbol-is-ez-folyt-de-jogosan	valasz	default	
3	<li lang=hu-HU style=@STYLE>	25.0	1.3333333333333333	0.0	https://szekelyhon.ro/aktualis/az-informatika-iden-sem-talalt-legyozore	listaelem	default	
9	<li style=@STYLE>	6.444444444444445	1.0	0.0	https://szekelyhon.ro/aktualis/lejart-az-belso-felidor-igy-szavaztak-a-szekelyfoldi-varosokban	listaelem	default	
3647	<li>	12.542637784480394	1.0575815738963532	0.16671236632848918	https://szekelyhon.ro/aktualis/oszi-felvetelit-hirdet-a-marosvasarhelyi-muveszeti-egyetem https://szekelyhon.ro/aktualis/tobbe-kerulne-mindenkinek-de-ismet-palyaznanak-hoszigetelesre https://szekelyhon.ro/aktualis/bez-egy-jogi-kontosbe-oltoztetett-magyarellenes-tamadasr-n-igazsagot-koveteltek-bekeek-ugyeben https://szekelyhon.ro/aktualis/szerdan-nyit-a-szekelyudvarhelyi-varosi-strand https://szekelyhon.ro/aktualis/hetvegi-uzemmodban-is-haromezer-feletti-az-uj-esetek-szama	listaelem	default	
1	<ol>	230.0	28.0	0.0	https://szekelyhon.ro/aktualis/meghallgatasokat-tart-az-x-faktor-erdelyben-x	lista	default	
65	<p align=@STYLE lang=hu-HU style=@STYLE>	30.107692307692307	0.27692307692307694	26.076923076923077	https://szekelyhon.ro/aktualis/nulladik-nappal-rajtol-a-vibe-marosvasarhelyen https://szekelyhon.ro/aktualis/az-informatika-iden-sem-talalt-legyozore https://szekelyhon.ro/aktualis/volt-egy-kis-panik-a-romaniai-turistak-koreben-a-gorog-tuzvesz-miatt https://szekelyhon.ro/aktualis/kis-btusvanyosir-koncertozon-nyaradszeredaban https://szekelyhon.ro/aktualis/arra-biztatjak-a-holgyeket-hogy-batran-pattanjanak-kerekparra	bekezdes	default	
9	<p align=@STYLE lang=hu-HU>	26.11111111111111	0.2222222222222222	20.666666666666668	https://szekelyhon.ro/aktualis/resztvevoi-rekordot-dontott-a-vibe-fesztival	bekezdes	default	
74	<p align=@STYLE style=@STYLE>	32.21621621621622	0.9594594594594594	12.608108108108109	https://szekelyhon.ro/aktualis/nyari-egyetem-a-sapientian-a-technikai-es-tudomanyos-ujdonsagok-mellett-a-kozelet-a-vilagpolitika-is-szoba-kerul https://szekelyhon.ro/aktualis/megallitjak-a-nagyernyei-balintitt-kastely-pusztulasat https://szekelyhon.ro/aktualis/tenyleg-szukseg-van-egy-harmadik-vendeglore-a-somosteton https://szekelyhon.ro/aktualis/kiabrandito-valosag-az-amugy-sem-busas-fizetes-jelentos-reszet-koltjuk-elelemre https://szekelyhon.ro/aktualis/a-csikszeredai-bortonbe-szallitjak-a-szekelyfoldi-terrorvad-elitelt-aktivistait	bekezdes	default	
6	<p align=@STYLE>	47.833333333333336	0.16666666666666666	46.166666666666664	https://szekelyhon.ro/aktualis/a-csikszeredai-bortonbe-szallitjak-a-szekelyfoldi-terrorvad-elitelt-aktivistait https://szekelyhon.ro/aktualis/csikszek/nyolcvanot-munkabalesetbol-tizenketto-vegzetes-volt	bekezdes	default	
1911	<p center= style=@STYLE>	0.006279434850863423	0.08267922553636839	0.0	https://szekelyhon.ro/sport/futsal/nehezkesen-gyozte-le-a-cityus-a-kse-t https://szekelyhon.ro/sport/labdarugas/ujabb-dontetlent-jatszott-az-fk-csikszereda-1 https://szekelyhon.ro/sport/jegkorong/tizenegy-gollal-nyert-a-sportklub https://szekelyhon.ro/vilag/btavolrolr-is-birsagolhat-a-rendor https://szekelyhon.ro/sport/teli-sportok/bulgariaban-foprobaztak-a-vsk-csikszereda-sitajfutoi	bekezdes	default	
141	<p class=@NewStyleNUM>	1.6950354609929077	0.02127659574468085	1.673758865248227	https://szekelyhon.ro/aktualis/csikszek/bermalas-amikor-a-fiatalbol-felnott-kereszteny-lesz	bekezdes	default	
1	<p class=\"doboz_szurke\" lang=\"ro-RO\">	68.0	5.0	0.0	https://szekelyhon.ro/aktualis/csikszek/ugyfelfogadasi-irodat-nyithat-a-varoshaza-a-kossuth-lajos-utcaban	bekezdes	default	
133	<p class=\"doboz_szurke\">	84.58646616541354	4.864661654135339	1.6766917293233083	https://szekelyhon.ro/aktualis/csikszek/szakemberhiany-is-fekezi-a-beruhazasokat-csikszeredaban https://szekelyhon.ro/aktualis/udvarhelyszek/buszok-indulnak-udvarhelyszekrol-a-szekely-szabadsag-napjara https://szekelyhon.ro/aktualis/marosszek/husz-fiatalt-inditottak-el-az-onallosodas-utjan https://szekelyhon.ro/aktualis/udvarhelyszek/elmarasztalas-az-elozo-varosvezetesnek-a-minuszos-mediabizniszert https://szekelyhon.ro/aktualis/haromszek/ekkor-kell-a-legjobb-formajukat-hozniuk-a-diakoknak	bekezdes	default	
3	<p class=\"Elformzottszveg\">	59.0	0.0	59.0	https://szekelyhon.ro/aktualis/csikszek/mar-tiz-eve-szerettek-volna-ertekesiteni-a-lakasokat	bekezdes	default	
36	<p class=\"keskeny_doboz\">	72.97222222222223	5.333333333333333	5.5	https://szekelyhon.ro/sport/egyeb-sportok/alapos-lepesekkel-a-csucs-fele https://szekelyhon.ro/aktualis/csikszek/futottunk-s-most-fizethetunk https://szekelyhon.ro/aktualis/gyergyoszek/fogadalomtetel-es-tanc-a-szulokkel-n-igy-lesznek-felnottek-a-remetei-ifjak https://szekelyhon.ro/magazin/harminceves-a-csikszeredai-role-zenekar https://szekelyhon.ro/sport/labdarugas/vasluiba-utazott-az-fk-csikszereda	bekezdes	default	
1	<p class=\"Standard\">	88.0	0.0	88.0	https://szekelyhon.ro/vilag/a-nemzeti-identitas-a-csango-bal-kozeppontjaban	bekezdes	default	
1	<p class=\"western\" style=@STYLE>	11.0	0.0	11.0	https://szekelyhon.ro/sport/labdarugas/erjesztotartalyok-miatt-maradt-el-a-merkozes	bekezdes	default	
2	<p class=\"western\">	37.0	0.0	37.0	https://szekelyhon.ro/sport/egyeb-sportok/libiczey-laszlo-nyerte-a-horgaszversenyt	bekezdes	default	
1	<p class=rtejustify>	55.0	0.0	55.0	https://szekelyhon.ro/aktualis/most-penzt-is-lehet-nyerni-egy-muemlekkel-keszult-szelfivel	bekezdes	default	
4	<p class=western lang=hu-HU style=@STYLE>	42.0	0.5	34.25	https://szekelyhon.ro/aktualis/tobb-millio-lejt-kell-visszafizetni https://szekelyhon.ro/aktualis/csikszek/oriastartalyokat-szallitottak-bedugult-a-forgalom	bekezdes	default	
10	<p class=western lang=hu-HU>	26.7	1.3	4.4	https://szekelyhon.ro/sport/labdarugas/visszatert-magyarorszagra-a-csiki-labdarugo https://szekelyhon.ro/aktualis/megvannak-a-szekely-vagta-kozepdontosei	bekezdes	default	
10	<p class=western>	20.0	0.0	20.0	https://szekelyhon.ro/sport/labdarugas/nyert-vasluiban-az-fk-csikszereda https://szekelyhon.ro/aktualis/nyeregben-a-szekelyek-n-elkezdodott-a-szekely-vagta	bekezdes	default	
1	<p dir=\"ltr\" lang=\"hu\">	16.0	1.0	15.0	https://szekelyhon.ro/vilag/kelemen-csak-azokkal-a-tuntetokkel-ertunk-egyet-akik-tiszta-kozeletet-akarnak	bekezdes	default	
2	<p dir=ltr id=@LONG>	46.5	0.5	45.5	https://szekelyhon.ro/aktualis/veget-ert-a-pulzus-n-ertekeltettuk-a-muveszekkel-az-alkotasaikat https://szekelyhon.ro/aktualis/az-adatvarazslo	bekezdes	default	
17	<p dir=ltr style=@STYLE>	23.647058823529413	0.4117647058823529	20.058823529411764	https://szekelyhon.ro/aktualis/az-adatvarazslo	bekezdes	default	
19	<p dir=ltr>	27.68421052631579	0.21052631578947367	23.31578947368421	https://szekelyhon.ro/aktualis/veget-ert-a-pulzus-n-ertekeltettuk-a-muveszekkel-az-alkotasaikat	bekezdes	default	
8	<p lang=\"en-US\">	36.5	5.0	7.625	https://szekelyhon.ro/sport/futsal/alulmaradt-az-inter-nyert-az-imperial-wet	bekezdes	default	
1	<p lang=\"hu-HU\" right= style=@STYLE>	3.0	1.0	0.0	https://szekelyhon.ro/sport/labdarugas/visszatert-magyarorszagra-a-csiki-labdarugo	bekezdes	default	
156	<p lang=\"hu-HU\">	53.1025641025641	0.40384615384615385	49.993589743589745	https://szekelyhon.ro/sport/futsal/gyergyoremeten-avatnak-bajnokot https://szekelyhon.ro/sport/futsal/remeten-futsaloztak-a-gyergyoszeki-csapatok https://szekelyhon.ro/aktualis/marosszek/panaszkodnak-a-szulok-a-koronkai-tanintezet-kinevezett-igazgatojara https://szekelyhon.ro/aktualis/csikszek/kezdodnek-az-orszagos-szintu-probavizsgak https://szekelyhon.ro/aktualis/csikszek/mult-jelen-es-jovo-a-csikszeredai-kosarlabdaban	bekezdes	default	
7	<p lang=hu-HU style=@STYLE>	52.42857142857143	0.14285714285714285	51.57142857142857	https://szekelyhon.ro/aktualis/marosszek/osszeteptek-a-dna-altal-kuldott-beidezest-mondvan-hogy-az-mar-nem-ervenyes https://szekelyhon.ro/aktualis/marosszek/budai-alex-mesterfodrasz-nevevel-hirdettek-tanfolyamot-az-o-tudta-nelkul https://szekelyhon.ro/aktualis/marosszek/az-erdelyi-magyar-csaladok-nagy-resze-magyar-osztalyba-iratja-gyerekeit https://szekelyhon.ro/aktualis/dallamok-es-izek-a-varosnapi-forgatagon https://szekelyhon.ro/aktualis/marosszek/panaszkodnak-a-szulok-a-koronkai-tanintezet-kinevezett-igazgatojara	bekezdes	default	
48	<p lang=hu-HU>	29.895833333333332	0.3333333333333333	26.4375	https://szekelyhon.ro/magazin/harom-tortenet-arrol-hogy-miert-jobb-itthon-elni-mint-kulfoldon https://szekelyhon.ro/aktualis/csikban-misezik-az-ujonnan-beiktatott-temesvari-megyespuspok https://szekelyhon.ro/aktualis/tiz-uj-paddal-bovul-csikszereda-utcabutorzata https://szekelyhon.ro/aktualis/elmenyek-a-templom-tornyaban https://szekelyhon.ro/aktualis/megszabadultak-a-kiselejtezesre-szant-eszkozoktol	bekezdes	default	
53	<p left= style=@STYLE>	47.22641509433962	0.6415094339622641	46.056603773584904	https://szekelyhon.ro/aktualis/marosszek/vadat-emeltek-a-halapenz-elfogadasan-ert-marosvasarhelyi-orvos-ellen https://szekelyhon.ro/aktualis/udvarhelyszek/negy-helyett-csak-egy-tombhaz-szigetelesere-kaphatnak-penzt-udvarhelyen https://szekelyhon.ro/aktualis/gyergyoszek/vidamabb-kornyezetben-gyogyulnak https://szekelyhon.ro/vilag/igy-nez-ki-a-racsok-mogul-dragnea https://szekelyhon.ro/sport/teli-sportok/andreea-ureche-ujabb-aranyermet-szerzett	bekezdes	default	
6	<p right= style=@STYLE>	2.1666666666666665	1.0	0.0	https://szekelyhon.ro/sport/futsal/berettyoujfalun-talalta-meg-helyet-az-udvarhelyi-futsalos https://szekelyhon.ro/sport/labdarugas/szekely-csillag-felcsuton https://szekelyhon.ro/aktualis/udvarhelyszek/hobbikertesz-tanfolyam-indul-a-mutf-on-x https://szekelyhon.ro/aktualis/csikszek/orvosi-vizsgalatok-a-jogositvany-cserejehez-x https://szekelyhon.ro/sport/kezilabda/kezilabdaskent-szive-csucske-a-foci	bekezdes	default	
1103	<p style=@STYLE>	5.955575702629193	0.8830462375339981	4.036264732547598	https://szekelyhon.ro/aktualis/csapdaznak-gyujtogatnak-a-szentegyhazi-fatolvajok https://szekelyhon.ro/aktualis/peneszes-kifli-ugyeben-vizsgalodnak-maros-megyeben https://szekelyhon.ro/vilag/magas-a-fertozesek-es-az-elhalalozasok-szama-is https://szekelyhon.ro/aktualis/csendes-tuntetes-mellett-eredmenytelenul-zarult-a-targyalas-a-mogye-n https://szekelyhon.ro/vilag/tovabbra-is-400-folott-a-napi-fertozottek-szama	bekezdes	default	
278838	<p>	29.38948421664192	0.30198179588147955	25.79029041952675	https://szekelyhon.ro/aktualis/uj-arculatot-kap-a-csikszeredai-gal-sandor-ter https://szekelyhon.ro/aktualis/olyan-sokan-adtak-es-adnanak-le-mobilt-hogy-folytatjak-a-konyvtarban-a-gyujtest https://szekelyhon.ro/aktualis/evente-tobb-mint-4000-not-diagnosztizalnak-mehnyakrakkal-romaniaban https://szekelyhon.ro/aktualis/eles-aceldarabokat-utottek-a-fakba-tetten-ertek-oket https://szekelyhon.ro/aktualis/mi-a-teendo-ha-gyerek-a-kontaktszemely	bekezdes	default	
9	<span arial= helvetica= sans-serif= style=@STYLE>	25.555555555555557	3.3333333333333335	0.0	https://szekelyhon.ro/sport/futsal/remeten-futsaloztak-a-gyergyoszeki-csapatok	default	default	
7	<span center= style=@STYLE>	49.42857142857143	0.0	49.42857142857143	https://szekelyhon.ro/aktualis/udvarhelyszek/megerett-az-ido-arra-hogy-bunta-visszaterjen-n-de-hogyan https://szekelyhon.ro/aktualis/udvarhelyszek/fizeteses-parkolas-csokken-a-buntetesek-szama-kevesebb-a-konfliktus-udvarhelyen https://szekelyhon.ro/aktualis/udvarhelyszek/fejedelem-foldjen-homorodszentlaszlon https://szekelyhon.ro/aktualis/csikszek/irjuk-es-mutatjuk-finom-kolbaszok-keszultek-a-csikszentmiklosi-fesztivalon	default	default	
2	<span class=\"st\">	2.5	0.0	2.5	https://szekelyhon.ro/aktualis/marosszek/romlott-peneszes-gyumolcsok-miatt-birsagoltak-a-fogyasztovedok https://szekelyhon.ro/aktualis/udvarhelyszek/feje-tetejere-allt-a-vilag	default	default	
60726	<span class=bulleti>	1.0	0.0	1.0	https://szekelyhon.ro/aktualis/kezdodik-a-szuletes-hete https://szekelyhon.ro/aktualis/lelkes-bator-vallasos-a-szent-laszlo-egyhazi-korus https://szekelyhon.ro/aktualis/kedvezmenyekre-feljogosito-kartyat-igenyelhetnek-a-nagycsaladosok https://szekelyhon.ro/aktualis/ot-millio-lejes-tobblet-sepsiszentgyorgynek https://szekelyhon.ro/aktualis/az-uzvolgyi-katonatemetoben-unnepelte-december-elsejet-a-nep-utja-egyesulet	decompose	default	
5	<span class=innertext_row lang=hu-HU>	19.0	0.0	19.0	https://szekelyhon.ro/aktualis/megvannak-a-szekely-vagta-kozepdontosei https://szekelyhon.ro/aktualis/nyari-egyetem-a-sapientian-a-technikai-es-tudomanyos-ujdonsagok-mellett-a-kozelet-a-vilagpolitika-is-szoba-kerul https://szekelyhon.ro/aktualis/a-csikszeredai-bortonbe-szallitjak-a-szekelyfoldi-terrorvad-elitelt-aktivistait https://szekelyhon.ro/aktualis/kiabrandito-valosag-az-amugy-sem-busas-fizetes-jelentos-reszet-koltjuk-elelemre	kiemelt	default	
1	<span class=innertext_row style=@STYLE>	16.0	0.0	16.0	https://szekelyhon.ro/aktualis/halottaskocsibol-arultak-a-kenyeret	kiemelt	default	
46083	<span class=innertext_row>	17.608923030184666	0.003428596228544149	17.6019356378708	https://szekelyhon.ro/aktualis/ujabb-13-fertozest-igazoltak-egyetlen-nap-alatt-hargita-megyeben https://szekelyhon.ro/aktualis/esos-hetvege-ele-nezunk-a-hegyekben-havazni-fog https://szekelyhon.ro/aktualis/a-kulturpalota-felujitasara-keszulnek-civil-szervezetek-palyazatait-varjak https://szekelyhon.ro/aktualis/egyeni-budapesti-kiallitasra-kapott-felkerest-az-udvarhelyi-szobraszmuvesz https://szekelyhon.ro/aktualis/jogeros-kedvezotlen-itelet-szuletett-az-elso-tombhaz-hoszigeteleses-perben	kiemelt	default	
1	<span class=st>	4.0	0.0	4.0	https://szekelyhon.ro/sport/egyeb-sportok/marosludasra-kerult-az-orszagos-bajnoki-cim	default	default	
18	<span id=@lbBodyNUM>	11.055555555555555	0.4444444444444444	9.11111111111111	https://szekelyhon.ro/vilag/a-surgossegi-rendelet-parlamenti-modositasat-javasolja-az-rmdsz https://szekelyhon.ro/vilag/a-kormany-hatalytalanitja-a-vitatott-surgossegi-rendeletet	default	default	
8	<span lang=\"en-US\">	2.25	0.0	2.25	https://szekelyhon.ro/aktualis/udvarhelyszek/beiskolazott-diakok-szama-latvanyos-csokkenes-hargita-megyeben https://szekelyhon.ro/sport/futsal/ket-meccset-jatszik-az-inter-gyergyo https://szekelyhon.ro/aktualis/csikszek/mult-jelen-es-jovo-a-csikszeredai-kosarlabdaban https://szekelyhon.ro/aktualis/gyergyoszek/omladozo-epulet-a-varos-kozponti-reszen https://szekelyhon.ro/sport/kezilabda/legyozte-a-del-dobrudzsa-kc-t-az-udvarhelyi-csapat	default	default	
85	<span lang=\"hu-HU\">	19.4	0.7647058823529411	17.6	https://szekelyhon.ro/aktualis/csikszek/keves-csikszeredai-tuntetett https://szekelyhon.ro/sport/futsal/alulmaradt-az-inter-nyert-az-imperial-wet https://szekelyhon.ro/magazin/harom-tortenet-arrol-hogy-miert-jobb-itthon-elni-mint-kulfoldon https://szekelyhon.ro/sport/futsal/remeten-futsaloztak-a-gyergyoszeki-csapatok https://szekelyhon.ro/sport/futsal/ket-meccset-jatszik-az-inter-gyergyo	default	default	
24	<span lang=\"HU\">	2.5833333333333335	0.25	2.5833333333333335	https://szekelyhon.ro/aktualis/udvarhelyszek/szekelyudvarhelyen-meg-rovasirassal-is-megfogalmaztak-velemenyuket	default	default	
25	<span lang=\"ro-RO\">	2.36	0.0	2.36	https://szekelyhon.ro/sport/futsal/alulmaradt-az-inter-nyert-az-imperial-wet https://szekelyhon.ro/aktualis/csikszek/keves-csikszeredai-tuntetett https://szekelyhon.ro/sport/futsal/ket-meccset-jatszik-az-inter-gyergyo https://szekelyhon.ro/sport/kezilabda/legyozte-a-del-dobrudzsa-kc-t-az-udvarhelyi-csapat https://szekelyhon.ro/aktualis/csikszek/mult-jelen-es-jovo-a-csikszeredai-kosarlabdaban	default	default	
2	<span lang=en-GB>	1.0	0.0	1.0	https://szekelyhon.ro/aktualis/az-informatika-iden-sem-talalt-legyozore https://szekelyhon.ro/aktualis/volt-egy-kis-panik-a-romaniai-turistak-koreben-a-gorog-tuzvesz-miatt	default	default	
2	<span lang=en-US>	1.0	0.0	1.0	https://szekelyhon.ro/aktualis/kiabrandito-valosag-az-amugy-sem-busas-fizetes-jelentos-reszet-koltjuk-elelemre https://szekelyhon.ro/aktualis/nyari-egyetem-a-sapientian-a-technikai-es-tudomanyos-ujdonsagok-mellett-a-kozelet-a-vilagpolitika-is-szoba-kerul	default	default	
66	<span lang=hu-HU>	24.87878787878788	0.09090909090909091	24.12121212121212	https://szekelyhon.ro/aktualis/volt-egy-kis-panik-a-romaniai-turistak-koreben-a-gorog-tuzvesz-miatt https://szekelyhon.ro/sport/futsal/alulmaradt-az-inter-nyert-az-imperial-wet https://szekelyhon.ro/aktualis/kiabrandito-valosag-az-amugy-sem-busas-fizetes-jelentos-reszet-koltjuk-elelemre https://szekelyhon.ro/aktualis/a-csikszeredai-bortonbe-szallitjak-a-szekelyfoldi-terrorvad-elitelt-aktivistait https://szekelyhon.ro/aktualis/nyari-egyetem-a-sapientian-a-technikai-es-tudomanyos-ujdonsagok-mellett-a-kozelet-a-vilagpolitika-is-szoba-kerul	default	default	
2	<span lang=HU>	11.5	0.0	11.5	https://szekelyhon.ro/aktualis/udvarhelyszek/szekelyudvarhelyen-meg-rovasirassal-is-megfogalmaztak-velemenyuket https://szekelyhon.ro/aktualis/lehet-kulcs-a-labtorlo-alatt-csak-ne-nyissa-az-ajtot	default	default	
12	<span lang=ro-RO>	1.6666666666666667	0.08333333333333333	1.5833333333333333	https://szekelyhon.ro/aktualis/nyari-egyetem-a-sapientian-a-technikai-es-tudomanyos-ujdonsagok-mellett-a-kozelet-a-vilagpolitika-is-szoba-kerul https://szekelyhon.ro/aktualis/kiabrandito-valosag-az-amugy-sem-busas-fizetes-jelentos-reszet-koltjuk-elelemre https://szekelyhon.ro/aktualis/be-sem-fejeztek-a-helyreallitast-ujabb-aradas-fenyegeti-a-haromszekieket https://szekelyhon.ro/aktualis/volt-egy-kis-panik-a-romaniai-turistak-koreben-a-gorog-tuzvesz-miatt	default	default	
157	<span medium= style=@STYLE>	4.070063694267516	1.1847133757961783	0.9299363057324841	https://szekelyhon.ro/aktualis/gyergyoszek/nem-kotelezo-kutyat-tartani-viszont-a-kutyatartas-kotelezettsegekkel-jar https://szekelyhon.ro/aktualis/gyergyoszek/hasznaltauto-kereskedes-eljott-a-kispenzuek-ideje https://szekelyhon.ro/sport/labdarugas/jelentosen-atalakult-az-szfc-kerete https://szekelyhon.ro/aktualis/csikszek/futottunk-s-most-fizethetunk https://szekelyhon.ro/aktualis/csikszek/ujabb-szerzodesbontas-a-csicsoi-olt-hid-epitesenel	default	default	
181	<span small= style=@STYLE>	72.07734806629834	0.7624309392265194	71.6353591160221	https://szekelyhon.ro/aktualis/haromszek/itt-az-ido-es-alkalom-hogy-adakozhasson-a-sziriai-emberekert https://szekelyhon.ro/aktualis/marosszek/az-ukran-tejfolozo-geptol-a-jol-meno-sajtmuhelyig https://szekelyhon.ro/aktualis/csikszek/husz-eves-a-csikszeredai-kosz-szilveszter-neptanccsoport https://szekelyhon.ro/aktualis/gyergyoszek/iskolak-is-bekapcsolodtak-a-kupakgyujtesbe https://szekelyhon.ro/aktualis/udvarhelyszek/a-gyilkossag-miatt-tovabbra-is-felelem-uralkodik-almason	default	default	
139	<span style=@STYLE>	6.841726618705036	0.5539568345323741	4.201438848920863	https://szekelyhon.ro/faluszerte/megoldast-keresnek-a-vizhianyra https://szekelyhon.ro/aktualis/kemenyen-biralta-veszhelyeti-bizottsag-rendelkezeset-raduly https://szekelyhon.ro/aktualis/mostantol-minden-maskepp-lesz https://szekelyhon.ro/aktualis/arra-biztatjak-a-holgyeket-hogy-batran-pattanjanak-kerekparra https://szekelyhon.ro/aktualis/mi-igy-keszulunk-a-telre	default	default	
103	<span>	14.74757281553398	0.44660194174757284	13.893203883495145	https://szekelyhon.ro/aktualis/gyergyoszek/konyvbemutaton-emlekeztek-rafi-lajos-koltore-szarhegyen https://szekelyhon.ro/sport/teli-sportok/bovult-a-gyergyoiak-eremgyujtemenye https://szekelyhon.ro/aktualis/gyergyoszek/versekkel-koszontik-a-tavaszt-ditroban https://szekelyhon.ro/sport/jegkorong/tet-nelkul-jatszik-a-sportklub-kotelezo-gyozelem-elott-a-progym https://szekelyhon.ro/sport/egyeb-sportok/ditriders-sikeres-ideny-utan-nagy-celok-elott	default	default	
12719	<strong>	3.7972324868307257	0.1496973032471106	3.771208428335561	https://szekelyhon.ro/aktualis/a-tervek-szerint-haladnak-az-uj-madefalvi-oktatasi-letesitmeny-epitesevel https://szekelyhon.ro/aktualis/nem-lehet-estere-a-lakonegyedekben-hagyni-az-aruszallito-autokat https://szekelyhon.ro/aktualis/elfogadtak-a-koltsegvetest-nem-epul-melygarazs-marosvasarhelyen https://szekelyhon.ro/aktualis/jatszoterrel-kezdtek-euromilliokkal-folytathatjak-a-gyergyoszentmiklosi-korhaz-fejleszteset https://szekelyhon.ro/aktualis/ime-szekelyfold-legnagyobb-munkaltatoi	default	default	
9	<sup>	1.0	0.0	1.0	https://szekelyhon.ro/aktualis/szekelyfoldi-legendas-tavaink-ahogy-meg-sosem-latta	felsoindex	default	
17	<table class=noc>	27.764705882352942	25.294117647058822	0.0	https://szekelyhon.ro/aktualis/a-csapbol-is-ez-folyt-de-jogosan https://szekelyhon.ro/aktualis/csikszeredai-lakoskent-on-melyik-helyi-sportagat-tartja-a-legnepszerubbnek https://szekelyhon.ro/aktualis/artatlannak-valljak-magukat-raduly-a-bortont-szoke-a-kozmunkat-vallalja-ha-ugy-hozza-az-itelet https://szekelyhon.ro/aktualis/gyergyoszentmiklosi-lakoskent-on-melyik-helyi-sportagat-tartja-a-legnepszerubbnek https://szekelyhon.ro/aktualis/gyalakuta-vagy-gyulakuta	valaszblokk	default	
490	<table>	28.89387755102041	26.548979591836734	0.0	https://szekelyhon.ro/vilag/haromezer-folott-az-uj-fertozottek-szama https://szekelyhon.ro/vilag/hetvegi-muszak-a-laborokban-15-ezer-tesztbol-767-uj-esetet-regisztraltak-az-elmult-24-oraban https://szekelyhon.ro/vilag/8400-folott-a-koronavirussal-fertozodtek-szama-hargita-megyeben-ottel-tobb-fertozott https://szekelyhon.ro/vilag/meghaladta-a-800-ezret-a-jarvany-kezdete-ota-regisztralt-fertozottek-szama https://szekelyhon.ro/aktualis/ismet-rekord-napi-fertozesszam-698-uj-esetet-regisztraltak	table_text	default	
489	<tbody>	27.32515337423313	24.97955010224949	0.0	https://szekelyhon.ro/vilag/kevesebb-teszt-ellenere-tovabbra-is-ezer-folott-az-uj-esetek-szama https://szekelyhon.ro/vilag/haromezer-kozeleben-az-uj-fertozottek-szama-1 https://szekelyhon.ro/vilag/szokasos-hetvegi-csokkenes-ketezer-alatt-az-uj-megbetegedesek-szama https://szekelyhon.ro/vilag/ismet-ezer-folott-az-intenziven-kezelt-fertozottek-szama https://szekelyhon.ro/vilag/kozel-haromezer-uj-fertozott-csucson-az-elhalalozasok-es-az-intenziv-osztalyon-kezeltek-szama-is	unwrap	default	
120	<td center=>	1.8583333333333334	0.4166666666666667	1.5333333333333334	https://szekelyhon.ro/aktualis/gyergyoszek/hogyan-es-hova-tovabb-a-ballagas-utan https://szekelyhon.ro/aktualis/csikszek/tovabbra-is-negyessel-kezdodnek-az-uzemanyagarak https://szekelyhon.ro/aktualis/csikszek/kozzetettek-a-mezogazdasagi-szabvanyjovedelmeket	oszlop	default	
