frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute
1	<div class=@NUM @NUM fb-share-ab>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/elhagyta-a-bortont-lagzi-lajcsi-0124	null	default	
1	<div class=@NUM @roadblockNUM z-adoceanindexhulcjkljfpnr @uysdfaNUM id=y-adoceanindexhulcjkljfpnr>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/nem-engedtek-a-magyar-tranzitzonakba-az-ensz-szakertoket-1116	null	default	
33	<div class=@NUM ajU>	0.0	0.3333333333333333	0.0	https://vs.hu/magazin/osszes/megirta-a-nagy-magyar-macsoeposzt-0521 https://vs.hu/sport/osszes/magyarorszag-a-lottootos-izlandon-orulnek-nekunk-1212 https://vs.hu/sport/osszes/ronaldo-testvere-sziriaba-kuldene-azokat-akik-lefestettek-a-szobrat-0114 https://vs.hu/kozelet/osszes/megvan-a-jelentes-a-metrobalesetrol-1207 https://vs.hu/sport/osszes/olimpiai-elsok-elso-olimpiasok-0817	null	default	
1	<div class=@NUM cf>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ghanaban-is-jobb-a-demokracia-helyzete-mint-itthon-0204	null	default	
1	<div class=@NUM ie>	0.0	6.0	0.0	https://vs.hu/magazin/osszes/tobb-ezer-kutyat-mergeztek-meg-karacsiban-0805	null	default	
1	<div class=@rationNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/a-91-emeleten-tort-ra-a-szelvihar-az-ablakmosokra-video-0404	null	default	
1	<div class=@ratioNUM>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/elkeseritoek-a-magyar-fizetesek-1209	null	default	
29	<div class=@STYLE>	0.0	0.7241379310344828	0.0	https://vs.hu/kozelet/osszes/kell-valami-hogy-jozanon-is-szeretheto-legyen-az-elet-1206 https://vs.hu/kozelet/osszes/az-eu-nem-tiltja-be-a-kalasnyikovokat-1223 https://vs.hu/kozelet/osszes/onsajnalat-helyett-inkabb-lekvarfozesbe-kezdett-0920 https://vs.hu/kozelet/osszes/2019-tavaszara-kidobnak-a-briteket-az-eu-bol-1208 https://vs.hu/kozelet/osszes/bivalybasznadi-alhirvallalkozok-es-oroszorszag-magyar-hangjai-0407	null	default	
1	<div class=aCi>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/tobb-ezer-kutyat-mergeztek-meg-karacsiban-0805	null	default	
1	<div class=ad-instream id=@instreamNUM>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/vajon-miert-nincsenek-amerikaiak-a-panamai-aktakban-0406	null	default	
4	<div class=ad-text>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/szajernek-nem-tetszik-hogy-kover-kitiltotta-az-unios-zaszlot-0118 https://vs.hu/kozelet/osszes/vona-lmp-jobbik-szovetsegben-valtana-le-orban-viktort-1220 https://vs.hu/kozelet/osszes/lovoldozes-jeruzsalemben-1009 https://vs.hu/kozelet/osszes/hetekig-elt-baratnoje-bomlo-tetemevel-egyutt-a-magyar-hatar-kozeleben-1027	null	default	
4	<div class=ad-wrapper dashed-border>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/vona-lmp-jobbik-szovetsegben-valtana-le-orban-viktort-1220 https://vs.hu/kozelet/osszes/lovoldozes-jeruzsalemben-1009 https://vs.hu/kozelet/osszes/hetekig-elt-baratnoje-bomlo-tetemevel-egyutt-a-magyar-hatar-kozeleben-1027 https://vs.hu/kozelet/osszes/szajernek-nem-tetszik-hogy-kover-kitiltotta-az-unios-zaszlot-0118	null	default	
1	<div class=ad>	0.0	1.0	0.0	https://vs.hu/gazdasag/osszes/a-postas-ketszer-csenget-a-csaladi-potlekkal-marciusban-0330	null	default	
1	<div class=address top>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/meghalt-john-mccain-a-szenatus-lelkiismerete-0826	null	default	
1	<div class=addthis_toolbox @STYLE @STYLE>	0.0	1.0	0.0	https://vs.hu/magazin/osszes/hasznaljuk-ugyanannyit-a-bibliat-mint-a-mobilt-0305	null	default	
1	<div class=adf ads>	0.0	1.0	0.0	https://vs.hu/sport/osszes/szinte-barmiben-lehet-doppingszer-0423	null	default	
1	<div class=ado-holder>	0.0	0.0	0.0	https://vs.hu/sport/osszes/meghalt-szepesi-gyorgy-0725	null	default	
1	<div class=adOceanZone adOceanDesktop id=@adoceangemhuogdfqxinduNUM>	0.0	1.0	0.0	https://vs.hu/gazdasag/osszes/tobb-orszag-kitiltotta-a-magyar-disznohust-0426	null	default	
1	<div class=ajR id=:cfk>	0.0	0.0	0.0	https://vs.hu/sport/osszes/jegtenisszel-hangoltak-a-davis-kupara-0209	null	default	
1	<div class=ajR id=:jp>	0.0	0.0	0.0	https://vs.hu/sport/osszes/olimpiai-elsok-elso-olimpiasok-0817	null	default	
1	<div class=ajR id=:mc>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/mindenki-nyugodjon-le-uzeni-a-lengyel-kormany-1221	null	default	
1	<div class=ajR id=:ny>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/eppen-elkerultunk-egy-vilaghaborut-0213	null	default	
1	<div class=ajR id=:oz>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/harmadfokura-emeltek-a-figyelmeztetest-aki-teheti-maradjon-otthon-0131	null	default	
1	<div class=ajR id=:yf>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/dj-gyurcsany-egy-ora-alatt-lekevert-egy-kamu-bulit-1230	null	default	
5	<div class=ajR id=@NUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ujabb-terrortamadas-tortent-kenyaban-feltucatnyian-haltak-meg-1006 https://vs.hu/kozelet/osszes/bal-labara-lebenult-a-rendorokre-lovoldozo-hungarista-1028 https://vs.hu/gazdasag/osszes/valamivel-jobb-lesz-wizz-airrel-utazni-0118 https://vs.hu/kozelet/osszes/szelsoseges-esetben-kirughatjak-az-akciozo-tanarokat-0323 https://vs.hu/kozelet/osszes/elhagyott-taskat-talaltak-a-fovarosban-a-rendorseg-a-helyszinen-van-1222	null	default	
2	<div class=aju>	0.0	0.5	0.0	https://vs.hu/magazin/osszes/tobb-ezer-kutyat-mergeztek-meg-karacsiban-0805 https://vs.hu/sport/osszes/szinte-barmiben-lehet-doppingszer-0423	null	default	
4	<div class=ajx>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/a-vasutasok-45-ezres-pluszpenzt-kapnak-karacsonyra-1215 https://vs.hu/magazin/osszes/tobb-ezer-kutyat-mergeztek-meg-karacsiban-0805 https://vs.hu/gazdasag/osszes/az-egesz-autoipart-megrengeti-a-volkswagen-oriasi-atverese-0922 https://vs.hu/kozelet/osszes/mehetnek-ahova-akarnak-magyarorszagra-hordjak-a-menekulteket1-0918	null	default	
1	<div class=artbodybannerinner>	0.0	2.0	0.0	https://vs.hu/magazin/osszes/szelfizes-kozben-lotte-fejbe-magat-egy-indiai-tizeneves-0501	null	default	
1	<div class=artbodybannerouter>	0.0	3.0	0.0	https://vs.hu/magazin/osszes/szelfizes-kozben-lotte-fejbe-magat-egy-indiai-tizeneves-0501	null	default	
1	<div class=article_top>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/februarban-elzartak-a-csapot-a-kozgep-elol-0430	null	default	
2	<div class=article-img-holder>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ketharmdos-fidesz-gyozelmet-jelez-a-median-0405 https://vs.hu/kozelet/osszes/az-egyutt-a-lanchidon-demonstralt-0405	null	default	
1	<div class=article-menu panelgap>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/futtykoncert-kozben-beszelt-orban-viktor1-1023	null	default	
1	<div class=article-sharing>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/meghalt-john-mccain-a-szenatus-lelkiismerete-0826	null	default	
1	<div class=article>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/nem-engedtek-a-magyar-tranzitzonakba-az-ensz-szakertoket-1116	null	default	
1	<div class=articleVideo id=@bfacfefaNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ausztriaban-14-rendorallomas-kapott-terrorfenyegetest-0804	null	default	
5	<div class=atclear>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/europa-szabadon-kereskedhet-kanadaval-0216 https://vs.hu/kozelet/osszes/orbannal-is-szembe-mennek-a-fideszes-ep-kepviselok-1122 https://vs.hu/kozelet/osszes/2019-tavaszara-kidobnak-a-briteket-az-eu-bol-1208 https://vs.hu/kozelet/osszes/le-kene-bontani-a-keritest-de-nem-akarjak-1020 https://vs.hu/kozelet/osszes/az-eu-nem-tiltja-be-a-kalasnyikovokat-1223	null	default	
1	<div class=author-line>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/nem-engedtek-a-magyar-tranzitzonakba-az-ensz-szakertoket-1116	null	default	
16	<div class=banner goa-embedded id=@holderNUM>	0.0	0.125	0.0	https://vs.hu/kozelet/osszes/orban-kinyirja-simicskat-betiltjak-a-reklamoszlopokat-0313 https://vs.hu/gazdasag/osszes/bar-lehetett-volna-az-allam-megsem-csokkentette-a-rezsit-1118 https://vs.hu/kozelet/osszes/letelepedesi-kotveny-mar-akciosan-aruljak-0210 https://vs.hu/kozelet/osszes/egyre-durvabb-a-nagy-testver-magyarorszagon-0317 https://vs.hu/kozelet/osszes/menekulteket-bantalmazo-rendoroket-iteltek-el-0316	null	default	
1	<div class=banner_after_lead desktop_banner>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/a-magyarok-az-eu-rekorderek-az-orvoshoz-jarasban-0205	null	default	
1	<div class=banner-container clearfix>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/elhagyta-a-bortont-lagzi-lajcsi-0124	null	default	
2	<div class=banner-inner id=@bmoneNUM>	0.0	1.5	0.0	https://vs.hu/kozelet/osszes/kulondijat-vehetett-at-a-migransokat-megrugo-operator-1018 https://vs.hu/kozelet/osszes/megint-minden-magyar-kapott-a-fejere-a-horvat-kormanyfotol-1017	null	default	
2	<div class=banner-media id=@bannerNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/hadhazy-egyelore-nem-ul-be-a-parlamentbe-0503 https://vs.hu/gazdasag/osszes/csak-most-van-vege-a-malevnak-0606	null	default	
1	<div class=banner-wrapper clearfix>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/elhagyta-a-bortont-lagzi-lajcsi-0124	null	default	
5	<div class=block block-print clearfix id=block-print-print-links>	0.0	3.0	0.0	https://vs.hu/kozelet/osszes/aradasok-miatt-zartak-le-tobb-utat-borsodban-0211 https://vs.hu/kozelet/osszes/harom-fiatal-utott-es-rabolt-a-pesti-belvarosban-fotok-1212 https://vs.hu/kozelet/osszes/csak-egy-fotot-akart-elobb-a-mentok-majd-a-rendorok-vittek-el-0214 https://vs.hu/kozelet/osszes/ot-ferfi-es-harom-no-esett-egymasnak-egerben-0201 https://vs.hu/kozelet/osszes/nyakon-szurta-elettarsat-egy-no-0309	null	default	
5	<div class=block block-social-share clearfix id=@LONG>	0.0	0.2	0.0	https://vs.hu/kozelet/osszes/aradasok-miatt-zartak-le-tobb-utat-borsodban-0211 https://vs.hu/kozelet/osszes/megindult-az-atleptetes-a-beregsuranyi-hataratkelon-0110 https://vs.hu/kozelet/osszes/tobb-kilometeres-a-sor-az-m1-esen-obaroknal-1026 https://vs.hu/kozelet/osszes/gyilkossag-tortent-a-gyulai-buszallomason-0205 https://vs.hu/kozelet/osszes/eltunt-egy-hat-eves-kisfiu-es-edesanyja-1105	null	default	
1	<div class=block block-views even id=block-views-hot-news-block>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/facebookos-megosztas-miatt-serelemdij-jar-a-tatai-onkormanyzatnak-1031	null	default	
3	<div class=block block-views id=@LONG>	0.0	9.333333333333334	0.0	https://vs.hu/kozelet/osszes/mar-hokaosz-van-ausztriaban-beallt-a-brenner-autopalya-1106 https://vs.hu/kozelet/osszes/ket-embert-gazolt-a-villamos-budapesten-egyikuk-meghalt-1105 https://vs.hu/kozelet/osszes/halalos-gazolas-a-4-6-os-vonalan-1119	null	default	
1	<div class=blue_line @bmargNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/a-rendorok-mentettek-meg-a-vonat-lenacizo-pecsi-tuntetot-0910	null	default	
2	<div class=body>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/shanghajban-tomegkatasztrofa-lett-az-utcai-unneplesbol-0101 https://vs.hu/magazin/osszes/100-percet-elt-nagy-britannia-legfiatalabb-szervdonorja-0423	null	default	
1	<div class=bylineComments>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/bush-fiatalon-randizott-nixon-lanyaval-de-oriasi-luzer-volt-1111	null	default	
1	<div class=c cb id=@LONG>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/orban-kiterjesztenek-a-vasarnapi-pihenonapot-0408	null	default	
1	<div class=caption @STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/megjelent-a-charlie-hebdo-a-lap-provokativabb-mint-valaha-0114	null	default	
1	<div class=carousel slide id=videomedija>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/hasznaljuk-ugyanannyit-a-bibliat-mint-a-mobilt-0305	null	default	
1	<div class=chart>	0.0	1.0	0.0	https://vs.hu/gazdasag/osszes/brutalis-5-szazalek-koruli-a-gdp-emelkedes-1205	null	default	
1	<div class=ci>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/az-oroszok-azt-allitjak-csak-a-terroristakat-bombazzak-1117	null	default	
3	<div class=cikk-obj>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/uzemzavar-volt-az-egyik-ukrajnai-nuklearis-eromuben-0217 https://vs.hu/kozelet/osszes/halalos-aldozatok-a-foldrengesben-bali-mellett-0729 https://vs.hu/sport/osszes/eletveszelyben-tobb-megvert-szurkolo-a-foci-eb-n-0612	null	default	
1	<div class=cimkes_doboz>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/nyugaton-mar-sut-a-nap-1118	null	default	
11	<div class=clear>	0.0	0.09090909090909091	0.0	https://vs.hu/kozelet/osszes/apja-probalta-menteni-a-kukoricaba-fulladt-9-eves-gyereket-1105 https://vs.hu/kozelet/osszes/csak-egy-fotot-akart-elobb-a-mentok-majd-a-rendorok-vittek-el-0214 https://vs.hu/kozelet/osszes/megint-osszevissza-beszelt-a-new-york-i-terrortamadasrol-trump-0419 https://vs.hu/kozelet/osszes/ot-ferfi-es-harom-no-esett-egymasnak-egerben-0201 https://vs.hu/kozelet/osszes/apja-probalta-menteni-a-kukoricaba-fulladt-9-eves-gyereket-1105	null	default	
1	<div class=clearfix>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/tobb-orszag-kitiltotta-a-magyar-disznohust-0426	null	default	
1	<div class=clr @LONG id=articleBillboard>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/e-mailben-igazit-el-a-fidesz-mit-kell-gondolni-simicskarol-0315	null	default	
1	<div class=clr>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/e-mailben-igazit-el-a-fidesz-mit-kell-gondolni-simicskarol-0315	null	default	
1	<div class=column one post-pager>	0.0	0.0	0.0	https://vs.hu/sport/osszes/babos-elkepeszto-erzes-legyozni-williamset-0512	null	default	
8	<div class=column>	0.0	1.875	0.0	https://vs.hu/sport/osszes/hosszu-zaronapi-ezusaz-eremtabella-masodik-helyen-1207 https://vs.hu/sport/osszes/hosszu-bronzermes-50-haton-dohaban-1207 https://vs.hu/gazdasag/osszes/veszelyben-szazezer-csalad-olcsobb-futese-egy-rendelet-miatt-0205 https://vs.hu/sport/osszes/hosszu-bronzermes-50-haton-dohaban-1207 https://vs.hu/kozelet/osszes/uszodat-is-szeretne-az-allamtitkar-0606	null	default	
1	<div class=darkblue_line>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/a-rendorok-mentettek-meg-a-vonat-lenacizo-pecsi-tuntetot-0910	null	default	
1	<div class=dJ>	0.0	0.0	0.0	https://vs.hu/sport/osszes/szinte-barmiben-lehet-doppingszer-0423	null	default	
1	<div class=dnd-atom-rendered>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/megszolalt-az-iszlam-allamhoz-szokott-brit-fiu-anyja-0125	null	default	
1	<div class=dnd-widget-wrapper @LONG type-image>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/megszolalt-az-iszlam-allamhoz-szokott-brit-fiu-anyja-0125	null	default	
4	<div class=docWriteAdverticum goaBg advert_cikkozi id=@NUM>	0.0	0.75	0.0	https://vs.hu/kozelet/osszes/felfuggesztettek-megis-az-otthonban-lakik-az-igazgato-1007 https://vs.hu/kozelet/osszes/felfuggesztettek-megis-az-otthonban-lakik-az-igazgato-1007 https://vs.hu/magazin/osszes/uzemzavar-volt-az-egyik-ukrajnai-nuklearis-eromuben-0217 https://vs.hu/sport/osszes/eletveszelyben-tobb-megvert-szurkolo-a-foci-eb-n-0612	null	default	
1	<div class=eads-codecontent>	0.0	3.0	0.0	https://vs.hu/gazdasag/osszes/tobb-orszag-kitiltotta-a-magyar-disznohust-0426	null	default	
1	<div class=el__embedded el__embedded--expandable el__embedded--open>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/betegek-iranyitottak-amerikat-0914	null	default	
1	<div class=embed-instagram>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/az-utasai-szeme-lattara-tartoztattak-le-az-ittas-pilotat-0327	null	default	
1	<div class=embeddlr_set style=@STYLE>	0.0	6.0	0.0	https://vs.hu/sport/osszes/mem-lett-a-hosszu-katinka-es-lebron-james-talalkozasabol-0317	null	default	
8	<div class=en-article-fb-inline id=fb-root>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/nincs-vege-a-nemzeti-arcvonal-elleni-akcioknak-1116 https://vs.hu/kozelet/osszes/elozetesbe-kerulhet-az-egyik-hungarista-1126 https://vs.hu/kozelet/osszes/epp-elmeju-a-terez-koruti-robbantas-gyanusitottja-1219 https://vs.hu/kozelet/osszes/volt-katonak-kozott-keresik-a-koruti-robbantot-1004 https://vs.hu/kozelet/osszes/pukli-ma-is-fideszes-0902	null	default	
1	<div class=enews-article-content>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/tobb-orszag-kitiltotta-a-magyar-disznohust-0426	null	default	
1	<div class=entry-meta>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ne-lepodjon-meg-ha-szemesz-kopogtat-az-ajtajan-0317	null	default	
1	<div class=et_pb_article_offerer>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/koruti-robbantas-egyedul-volt-a-merenylo-1015	null	default	
1	<div class=expansion-container js-expansion-container>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/twitteren-vitatkozik-a-kormanyszovivo-az-amerikai-ugyvivovel-1026	null	default	
2	<div class=fb_reset id=fb-root>	0.0	2.5	0.0	https://vs.hu/sport/osszes/babos-elkepeszto-erzes-legyozni-williamset-0512 https://vs.hu/kozelet/osszes/ghanaban-is-jobb-a-demokracia-helyzete-mint-itthon-0204	null	default	
41	<div class=fb-like fb_iframe_widget>	0.0	0.975609756097561	0.0	https://vs.hu/kozelet/osszes/epp-elmeju-a-terez-koruti-robbantas-gyanusitottja-1219 https://vs.hu/kozelet/osszes/pukli-ma-is-fideszes-0902 https://vs.hu/magazin/osszes/serclit-a-szaftba-etkezdek-kifozdek-etelbarok-budapesten-0223 https://vs.hu/magazin/osszes/budapest-specialty-kavezoi-nagykorkep-0227 https://vs.hu/magazin/osszes/mult-es-jelen-osszefonodik-dombovari-marton-budapesti-kollazsai-0403	null	default	
140	<div class=fb-like-box data-colorscheme= data-header=false data-href=@LINK data-show-border=true data-show-faces=@STYLE data-stream=false data-width=@STYLE>	0.0	0.0	0.0	https://vs.hu/sport/osszes/csanyi-sandor-a-stadionok-miatt-lett-uefa-vezeto-0324 https://vs.hu/sport/osszes/jagr-nem-birja-abbahagyni-0412 https://vs.hu/sport/osszes/nyakmerevitovel-vittek-le-skrtelt-megis-jatszani-akart-0309 https://vs.hu/sport/osszes/magyar-gorog-egy-null-ide-egy-ronda-csunya-kis-potyagollal-0329 https://vs.hu/sport/osszes/dardaiek-majdnem-legyurtek-a-real-vero-schalket-0314	null	default	
2	<div class=fb-like-box data-colorscheme= data-header=true data-href=@LINK data-show-border=true data-show-faces=@STYLE data-stream=false data-width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/orban-szemelyesen-osztotta-ki-az-ellenzeket-a-parlamentben-1117 https://vs.hu/kozelet/osszes/breking-visszavonjak-a-netadot-1031	null	default	
1	<div class=fb-like-box data-colorscheme= data-header=true data-href=@LINK data-show-border=true data-show-faces=@STYLE data-stream=false>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/urgebor-es-naturellement-eros-evet-zartak-a-politikusok-a-facebookon-1229	null	default	
1	<div class=fb-like>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/oriaskepen-mutatja-meg-budapestet-egy-amerikai-festo-0526	null	default	
2	<div class=field field-name-field-cikk-gallery field-type-image field-label-hidden>	0.0	6.0	0.0	https://vs.hu/kozelet/osszes/elfogytak-a-gyogyszerei-betort-a-patikaba-0804 https://vs.hu/kozelet/osszes/16-borjut-talaltak-egy-kisteherautoba-zsufolva-0730	null	default	
1	<div class=field field-name-field-lead-kep field-type-image field-label-hidden>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/vezetes-kozben-leveheto-rendszammal-bukott-le-0414	null	default	
2	<div class=field-slideshow @slideshowNUM effect-fade @timeoutNUM with-pager with-controls field-slideshow-processed>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/16-borjut-talaltak-egy-kisteherautoba-zsufolva-0730 https://vs.hu/kozelet/osszes/elfogytak-a-gyogyszerei-betort-a-patikaba-0804	null	default	
2	<div class=field-slideshow-slide @slideshowNUM even first>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/elfogytak-a-gyogyszerei-betort-a-patikaba-0804 https://vs.hu/kozelet/osszes/16-borjut-talaltak-egy-kisteherautoba-zsufolva-0730	null	default	
2	<div class=field-slideshow-wrapper id=@slideshowNUM>	0.0	3.0	0.0	https://vs.hu/kozelet/osszes/16-borjut-talaltak-egy-kisteherautoba-zsufolva-0730 https://vs.hu/kozelet/osszes/elfogytak-a-gyogyszerei-betort-a-patikaba-0804	null	default	
2	<div class=flaggedrevs_short plainlinks noprint firstHeading-notice id=mw-fr-revisiontag>	0.0	3.0	0.0	https://vs.hu/kozelet/osszes/a-nobel-dijas-lany-tiz-tamadojabol-nyolcat-titokban-felmentettek-0605 https://vs.hu/magazin/osszes/laurie-anderson-kutyaknak-zenel-a-times-square-en-0102	null	default	
2	<div class=flaggedrevs_short_basic>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/a-nobel-dijas-lany-tiz-tamadojabol-nyolcat-titokban-felmentettek-0605 https://vs.hu/magazin/osszes/laurie-anderson-kutyaknak-zenel-a-times-square-en-0102	null	default	
1	<div class=float-left @STYLE with-padding margin-bottom id=lText>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/megis-letagadnak-az-undorito-menzaebedet-a-szulok-kiakadtak2-1105	null	default	
1	<div class=forrasok>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/faz-nyemcovot-soros-penzelte-0322	null	default	
1	<div class=freewheel-ad>	0.0	3.0	0.0	https://vs.hu/kozelet/osszes/vajon-miert-nincsenek-amerikaiak-a-panamai-aktakban-0406	null	default	
1	<div class=ftb-widget data-height=@STYLE data-widget-id=@NUM data-width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/vadasznak-a-rendorokre-iowaban-1102	null	default	
2	<div class=fullpage_banner>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/latta-mar-a-marvel-osszes-meglepijet-0805 https://vs.hu/sport/osszes/real-barca-suarez-es-ramos-is-kezd-1025	null	default	
4	<div class=gA gt acV>	0.0	2.25	0.0	https://vs.hu/magazin/osszes/tobb-ezer-kutyat-mergeztek-meg-karacsiban-0805 https://vs.hu/gazdasag/osszes/az-egesz-autoipart-megrengeti-a-volkswagen-oriasi-atverese-0922 https://vs.hu/kozelet/osszes/mehetnek-ahova-akarnak-magyarorszagra-hordjak-a-menekulteket1-0918 https://vs.hu/gazdasag/osszes/a-vasutasok-45-ezres-pluszpenzt-kapnak-karacsonyra-1215	null	default	
19	<div class=gallery @galleryidNUM @galleryNUM @STYLE id=@galleryNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ugy-kaparnak-mintha-nem-lenne-holnap-0607 https://vs.hu/kozelet/osszes/kell-valami-hogy-jozanon-is-szeretheto-legyen-az-elet-1206 https://vs.hu/kozelet/osszes/a-fiataloknak-sem-ciki-az-allamnak-dolgozni-0517 https://vs.hu/kozelet/osszes/inkabb-kidobnak-felmilliardot-az-ablakon-csak-ne-a-romaknak-jusson-0531 https://vs.hu/kozelet/osszes/ra-se-bagoznak-a-migransozasra-a-polgarmestert-valaszto-bodvarakoiak-0825	null	default	
4	<div class=gB xu>	0.0	1.25	0.0	https://vs.hu/kozelet/osszes/mehetnek-ahova-akarnak-magyarorszagra-hordjak-a-menekulteket1-0918 https://vs.hu/gazdasag/osszes/az-egesz-autoipart-megrengeti-a-volkswagen-oriasi-atverese-0922 https://vs.hu/gazdasag/osszes/a-vasutasok-45-ezres-pluszpenzt-kapnak-karacsonyra-1215 https://vs.hu/magazin/osszes/tobb-ezer-kutyat-mergeztek-meg-karacsiban-0805	null	default	
1	<div class=gmap-control gmap-gmap gmap gmap-map @NUM gmap-processed id=@NUM>	0.0	6.0	0.0	https://vs.hu/kozelet/osszes/ket-embert-gazolt-halalra-a-vonat-1226	null	default	
1	<div class=goa-embedded id=@cikkoziNUM>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/a-postas-ketszer-csenget-a-csaladi-potlekkal-marciusban-0330	null	default	
4	<div class=goaWrap>	0.0	1.75	0.0	https://vs.hu/sport/osszes/eletveszelyben-tobb-megvert-szurkolo-a-foci-eb-n-0612 https://vs.hu/kozelet/osszes/felfuggesztettek-megis-az-otthonban-lakik-az-igazgato-1007 https://vs.hu/kozelet/osszes/felfuggesztettek-megis-az-otthonban-lakik-az-igazgato-1007 https://vs.hu/magazin/osszes/uzemzavar-volt-az-egyik-ukrajnai-nuklearis-eromuben-0217	null	default	
1	<div class=gplus>	0.0	1.0	0.0	https://vs.hu/sport/osszes/magyar-hokidrukkereket-tartoztattak-le-krakkoban-0426	null	default	
4	<div class=hi>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/tobb-ezer-kutyat-mergeztek-meg-karacsiban-0805 https://vs.hu/gazdasag/osszes/a-vasutasok-45-ezres-pluszpenzt-kapnak-karacsonyra-1215 https://vs.hu/gazdasag/osszes/az-egesz-autoipart-megrengeti-a-volkswagen-oriasi-atverese-0922 https://vs.hu/kozelet/osszes/mehetnek-ahova-akarnak-magyarorszagra-hordjak-a-menekulteket1-0918	null	default	
1	<div class=highcharts-container id=@highchartsNUM>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/brutalis-5-szazalek-koruli-a-gdp-emelkedes-1205	null	default	
1	<div class=image-wrap fff-pic>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/szicilia-a-menekultek-uj-celpontja-napi-2000-ember-erkezik-a-szigetre-0415	null	default	
1	<div class=image-wrapper>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/vona-lmp-jobbik-szovetsegben-valtana-le-orban-viktort-1220	null	default	
1	<div class=img_container>	0.0	1.0	0.0	https://vs.hu/gazdasag/osszes/elkeseritoek-a-magyar-fizetesek-1209	null	default	
