frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute
1	<div class=txtmark>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/kiirtak-a-tervtendert-a-metro-es-a-godolloi-hev-osszekotesere-0724	null	default	
1	<div class=unruly_ia_bottombar>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/az-osztrakok-is-valasztanak-a-tet-itt-is-kulonleges-1204	null	default	
1	<div class=unruly_ia_progressbar>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/az-osztrakok-is-valasztanak-a-tet-itt-is-kulonleges-1204	null	default	
1	<div class=unruly_in_article_placement>	0.0	4.0	0.0	https://vs.hu/kozelet/osszes/az-osztrakok-is-valasztanak-a-tet-itt-is-kulonleges-1204	null	default	
1	<div class=video-container>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/helyettes-allamtitkar-nem-vagyunk-biztonsagban-1107	null	default	
3	<div class=view @bannerNUM @bannerNUM @displayNUM @LONG>	0.0	7.333333333333333	0.0	https://vs.hu/kozelet/osszes/ket-embert-gazolt-a-villamos-budapesten-egyikuk-meghalt-1105 https://vs.hu/kozelet/osszes/halalos-gazolas-a-4-6-os-vonalan-1119 https://vs.hu/kozelet/osszes/mar-hokaosz-van-ausztriaban-beallt-a-brenner-autopalya-1106	null	default	
8	<div class=view view-pub-node-cikk-geomap view-id-pub_node_cikk_geomap @displayNUM @LONG>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/ket-embert-gazolt-halalra-a-vonat-1226 https://vs.hu/kozelet/osszes/aradasok-miatt-zartak-le-tobb-utat-borsodban-0211 https://vs.hu/kozelet/osszes/elfogytak-a-gyogyszerei-betort-a-patikaba-0804 https://vs.hu/kozelet/osszes/megindult-az-atleptetes-a-beregsuranyi-hataratkelon-0110 https://vs.hu/kozelet/osszes/16-borjut-talaltak-egy-kisteherautoba-zsufolva-0730	null	default	
4	<div class=view-content>	0.0	6.5	0.0	https://vs.hu/kozelet/osszes/ket-embert-gazolt-a-villamos-budapesten-egyikuk-meghalt-1105 https://vs.hu/kozelet/osszes/mar-hokaosz-van-ausztriaban-beallt-a-brenner-autopalya-1106 https://vs.hu/kozelet/osszes/halalos-gazolas-a-4-6-os-vonalan-1119 https://vs.hu/kozelet/osszes/ket-embert-gazolt-halalra-a-vonat-1226	null	default	
3	<div class=views_slideshow_cycle_main views_slideshow_main viewsSlideshowCycle-processed id=@LONG>	0.0	4.333333333333333	0.0	https://vs.hu/kozelet/osszes/ket-embert-gazolt-a-villamos-budapesten-egyikuk-meghalt-1105 https://vs.hu/kozelet/osszes/mar-hokaosz-van-ausztriaban-beallt-a-brenner-autopalya-1106 https://vs.hu/kozelet/osszes/halalos-gazolas-a-4-6-os-vonalan-1119	null	default	
3	<div class=wrap-ad>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/nem-minden-panasz-miatt-szall-ra-az-iskolakra-a-zugloi-tankerulet-0223 https://vs.hu/kozelet/osszes/titkositanak-mennyiert-koltozik-a-varba-orban-1115 https://vs.hu/kozelet/osszes/langolt-a-konyha-egy-szegedi-otemeletes-hazban-0117	null	default	
1	<div class=xA sMBrBc>	0.0	4.0	0.0	https://vs.hu/kozelet/osszes/az-oroszok-azt-allitjak-csak-a-terroristakat-bombazzak-1117	null	default	
2	<div class=xH id=@NUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/fekete-szalagok-es-kockas-esernyo-megkezdodott-a-sztrajk-0415 https://vs.hu/kozelet/osszes/tusszabadito-akciot-inditottak-a-francia-rendorok-1113	null	default	
1	<div class=yt-video-container>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/negy-autot-tort-ossze-egy-busz-miskolcon-0321	null	default	
1	<div id=__xclaimwords_wrapper>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/dramai-baleset-szerbiaban-0227	null	default	
1	<div id=:100>	0.0	3.0	0.0	https://vs.hu/magazin/osszes/tobb-ezer-kutyat-mergeztek-meg-karacsiban-0805	null	default	
1	<div id=:jx>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/a-vasutasok-45-ezres-pluszpenzt-kapnak-karacsonyra-1215	null	default	
10	<div id=@bmoneNUM>	0.0	0.2	0.0	https://vs.hu/sport/osszes/kepernyon-a-forma-1-es-monacoi-nagydij-0528 https://vs.hu/sport/osszes/kepernyon-a-nemet-es-a-spanyol-kupa-dontoje-0527 https://vs.hu/sport/osszes/kepernyon-a-leicester-city-tottenham-angol-bajnoki-0518 https://vs.hu/sport/osszes/raonic-es-halep-sem-utazik-rioba-a-zika-virus-miatt-0716 https://vs.hu/sport/osszes/kepernyon-a-juve-veget-er-a-hoki-vb-0428	null	default	
1	<div id=@freewheelNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/vajon-miert-nincsenek-amerikaiak-a-panamai-aktakban-0406	null	default	
1	<div id=@plusoneNUM>	0.0	0.0	0.0	https://vs.hu/sport/osszes/magyar-hokidrukkereket-tartoztattak-le-krakkoban-0426	null	default	
1	<div id=@szerkfotoNUM>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/magnet-bank-nem-hibaztunk-a-bissau-guineai-szamlak-nyitasakor-0320	null	default	
1	<div id=adoceangemhuyhmsclqnsy>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ghanaban-is-jobb-a-demokracia-helyzete-mint-itthon-0204	null	default	
1	<div id=article-related>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/vajon-ki-lehetett-ott-habony-eskuvojen-0219	null	default	
1	<div id=article-tags>	0.0	0.0	0.0	https://vs.hu/sport/osszes/blatter-elarulta-hogyan-csaltak-az-uefa-nal-a-sorsolasnal-0614	null	default	
1	<div id=billboard-place>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/szijjarto-hagyta-jova-a-diplomatautlevelet-tarsolynak-0330	null	default	
1	<div id=block_share>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/romaniaban-luxus-vonatozni-0707	null	default	
1	<div id=ellmqhgsrewmotslkfrrinst>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/kulondijat-vehetett-at-a-migransokat-megrugo-operator-1018	null	default	
1	<div id=en-articles-bottom-sidebar>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/koruti-robbantas-egyedul-volt-a-merenylo-1015	null	default	
1	<div id=epaperPromoBox>	0.0	0.0	0.0	https://vs.hu/sport/osszes/gyanus-csomag-miatt-kiuritettek-a-manunited-stadionjat-0515	null	default	
2	<div id=fullbanner_content>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/39-bol-1-bringas-tudta-hibatlanul-kitotleni-a-kresz-tesztet-szegeden-0501 https://vs.hu/kozelet/osszes/abszurdisztan-tilos-csadort-viselni-es-mecsetet-epiteni-asotthalmon-1125	null	default	
2	<div id=fullbanner>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/abszurdisztan-tilos-csadort-viselni-es-mecsetet-epiteni-asotthalmon-1125 https://vs.hu/magazin/osszes/39-bol-1-bringas-tudta-hibatlanul-kitotleni-a-kresz-tesztet-szegeden-0501	null	default	
3	<div id=header_banner>	0.0	11.333333333333334	0.0	https://vs.hu/kozelet/osszes/ket-embert-gazolt-a-villamos-budapesten-egyikuk-meghalt-1105 https://vs.hu/kozelet/osszes/mar-hokaosz-van-ausztriaban-beallt-a-brenner-autopalya-1106 https://vs.hu/kozelet/osszes/halalos-gazolas-a-4-6-os-vonalan-1119	null	default	
3	<div id=header-lang>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/mar-hokaosz-van-ausztriaban-beallt-a-brenner-autopalya-1106 https://vs.hu/kozelet/osszes/ket-embert-gazolt-a-villamos-budapesten-egyikuk-meghalt-1105 https://vs.hu/kozelet/osszes/halalos-gazolas-a-4-6-os-vonalan-1119	null	default	
3	<div id=header-logo>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/halalos-gazolas-a-4-6-os-vonalan-1119 https://vs.hu/kozelet/osszes/mar-hokaosz-van-ausztriaban-beallt-a-brenner-autopalya-1106 https://vs.hu/kozelet/osszes/ket-embert-gazolt-a-villamos-budapesten-egyikuk-meghalt-1105	null	default	
1	<div id=hird_muqommswxmutivqooteupgos>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/szelfizes-kozben-lotte-fejbe-magat-egy-indiai-tizeneves-0501	null	default	
1	<div id=lvpfbfnmlnskvjknphfvtdit>	0.0	0.0	0.0	https://vs.hu/gazdasag/osszes/tobb-orszag-kitiltotta-a-magyar-disznohust-0426	null	default	
2	<div id=mw-fr-revisiondetails-wrapper>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/laurie-anderson-kutyaknak-zenel-a-times-square-en-0102 https://vs.hu/kozelet/osszes/a-nobel-dijas-lany-tiz-tamadojabol-nyolcat-titokban-felmentettek-0605	null	default	
2	<div id=newGigyaShareTop-Holder>	0.0	1.5	0.0	https://vs.hu/kozelet/osszes/miss-irak-utan-itt-van-miss-world-is-1220 https://vs.hu/magazin/osszes/konyhai-uzenotablanak-hasznaltak-az-egymillio-fontos-festmenyt-0722	null	default	
1	<div id=PEC-muqommswxmutivqooteupgos>	0.0	1.0	0.0	https://vs.hu/magazin/osszes/szelfizes-kozben-lotte-fejbe-magat-egy-indiai-tizeneves-0501	null	default	
1	<div id=rovatcim-banner-cikk>	0.0	3.0	0.0	https://vs.hu/kozelet/osszes/orban-kiterjesztenek-a-vasarnapi-pihenonapot-0408	null	default	
1	<div id=rovatcim-cikk>	0.0	4.0	0.0	https://vs.hu/kozelet/osszes/orban-kiterjesztenek-a-vasarnapi-pihenonapot-0408	null	default	
1	<div id=share_l>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/romaniaban-luxus-vonatozni-0707	null	default	
3	<div id=share-tools>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/a-zika-virussal-egyutt-ijesztoen-terjed-a-csecsemok-kisfejusege-is-0121 https://vs.hu/kozelet/osszes/tortenelmi-pillanat-hivatalosan-is-elnokjelolt-lett-hillary-clinton-0726 https://vs.hu/kozelet/osszes/alvo-oroszlanfoka-bebit-talaltak-egy-etterembem-0206	null	default	
8	<dt class=wp-caption-dt>	0.0	2.0	0.0	https://vs.hu/kozelet/osszes/kormanyvaltok-a-szavazofulkeben-kell-visszavagni-orbannak-0330 https://vs.hu/kozelet/osszes/ismet-lebontottak-a-szabadsag-teri-kordont-0409 https://vs.hu/kozelet/osszes/viszik-a-tuntetoket-a-szabadsag-terrol-0429 https://vs.hu/kozelet/osszes/folytatodik-a-tuntetes-a-rendori-fellepes-utan-0429 https://vs.hu/kozelet/osszes/viszik-a-tuntetoket-a-szabadsag-terrol-0429	null	default	
1	<dt>	0.0	1.0	0.0	https://vs.hu/kozelet/osszes/miert-12-ezer-forint-az-ingyenes-jegy-a-gyerekszinhazba-1130	null	default	
1	<embed align=@STYLE allowfullscreen=true allowscriptaccess=always bgcolor= flashvars=@LONG height=@STYLE loop=false name=player-element play=true pluginspage=@LINK quality=high src=@LINK type=application/x-shockwave-flash width=@STYLE wmode=window>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/video-is-van-a-szingapuri-autopalyan-tortent-penzesorol-0805	null	default	
1	<embed align=@STYLE allowfullscreen=true allowscriptaccess=true bgcolor= flashvars=@LINK height=@STYLE id=cspan-video-player pluginspage=@LINK quality=high src=@LINK type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/majdnem-biztos-hogy-leteznek-foldonkivuliek-0523	null	default	
1	<embed allowfullscreen=true allownetworking=all allowscriptaccess=always bgcolor= flashvars=@LINK height=@STYLE id=live_embed_player_flash src=@LINK style=@STYLE type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/expedicio-indult-a-minecraft-vilaganak-szelere-0702	null	default	
4	<embed allowfullscreen=true allowscriptaccess=always background=#000000 flashvars=@LINK height=@STYLE salign=@STYLE scale=noscale src=@LINK type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ujsagirokat-tartoztattak-fel-ukrajnaban-0502 https://vs.hu/sport/osszes/hallgasson-bele-lewis-hamilton-elso-nagylemezebe-1217 https://vs.hu/magazin/osszes/legdeszkarol-misezett-a-fulop-szigeteki-pap-bajba-kerulhet-1230 https://vs.hu/kozelet/osszes/mig-a-menekultekre-figyelunk-putyin-nagy-jatszmat-kezdett-sziriaban-0927	null	default	
4	<embed allowfullscreen=true allowscriptaccess=always base=@LINK bgcolor= flashvars=@LINK height=@STYLE id=flashObj pluginspage=@LINK seamlesstabbing=false src=@LINK swliveconnect=true type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/haladektalan-tuzszunetre-szolitottak-fel-az-izraeli-palesztin-feleket-0713 https://vs.hu/kozelet/osszes/ujabb-halottak-kijevben-ekozben-ellenzeki-vezetok-janukoviccsal-targyalnak-0122 https://vs.hu/magazin/osszes/ujabb-civil-urhajot-tesztelnek-0615 https://vs.hu/magazin/osszes/itt-a-meg-ellophatatlanabb-bicikli-0827	null	default	
7	<embed allowfullscreen=true allowscriptaccess=always base=@LINK bgcolor= flashvars=@LINK height=@STYLE name=flashObj pluginspage=@LINK seamlesstabbing=false src=@LINK swliveconnect=true type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/teljesen-normalis-beszelgetest-folytattak-telefonon-kouachival-0110 https://vs.hu/kozelet/osszes/szelfizo-ferfit-dofott-halalra-egy-bika-0810 https://vs.hu/sport/osszes/a-nagy-karbafonasok-assou-ekotto-vitte-el-a-palmat-0704 https://vs.hu/magazin/osszes/az-apple-vezerigazgatoja-minden-penzet-felajanlja-0327 https://vs.hu/kozelet/osszes/halalbuntetes-jarhat-a-bostoni-bombatamadonak-0131	null	default	
2	<embed allowfullscreen=true allowscriptaccess=always base=@LINK bgcolor= flashvars=@LONG height=@STYLE id=flashObj pluginspage=@LINK seamlesstabbing=false src=@LINK swliveconnect=true type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/ukrajna-legitamadast-inditott-videoval-0527 https://vs.hu/kozelet/osszes/barbara-bush-szeretem-clintont-0121	null	default	
9	<embed allowfullscreen=true allowscriptaccess=always base=@LINK bgcolor= flashvars=@LONG height=@STYLE name=flashObj pluginspage=@LINK seamlesstabbing=false src=@LINK swliveconnect=true type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/lezuhant-franciaorszagban-a-germanwings-egy-gepe-0324 https://vs.hu/kozelet/osszes/tomegsirokba-lottek-az-iraki-katonakat-az-orszag-szetszakadoban-van-0616 https://vs.hu/sport/osszes/michael-jordan-ismet-visszatert-a-kosarpalyara-0329 https://vs.hu/magazin/osszes/miert-nem-terveznek-fuggoagyat-medvebocsoknak-0918 https://vs.hu/magazin/osszes/a-virusirto-atyja-fegyverrel-varja-gyilkosait-0212	null	default	
1	<embed allowfullscreen=true allowscriptaccess=always bgcolor= height=@STYLE id=@NUM src=@LINK type=application/x-shockwave-flash width=@STYLE wmode=transparent>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/ketszazezren-jelentkeztek-a-marsbeli-valosagshowba-1213	null	default	
1	<embed allowfullscreen=true allowscriptaccess=always flashvars=@LINK height=@STYLE src=@LINK type=application/x-shockwave-flash width=@STYLE wmode=opaque>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/orban-viktor-tiszta-vizet-ont-az-amerikaiak-poharaba-1216	null	default	
1	<embed allowfullscreen=true allowscriptaccess=always flashvars=@LONG height=@STYLE src=@LINK type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/egy-valodi-repulo-cseszealjat-vagy-urfankot-tesztel-a-nasa-0628	null	default	
5	<embed allowfullscreen=true allowscriptaccess=always height=@STYLE src=@LINK type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/hangolja-magat-az-esore-ha-mar-ugysem-tehet-mast-0912 https://vs.hu/magazin/osszes/enekeljunk-verseket-0411 https://vs.hu/kozelet/osszes/haboruellenes-jelszavakat-tettek-kozze-hackerek-szentpetervaron-0906 https://vs.hu/sport/osszes/bl-nincs-meglepetes-tovabbjutott-a-barca-es-a-psg-0312 https://vs.hu/sport/osszes/bl-nincs-meglepetes-tovabbjutott-a-barca-es-a-psg-0312	null	default	
8	<embed allowfullscreen=true bgcolor= flashvars=@LINK height=@STYLE id=StrobeMediaPlayback name=StrobeMediaPlayback pluginspage=@LINK quality=high src=@LINK type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/videotekaja-is-lesz-az-allamnak-0502 https://vs.hu/kozelet/osszes/magyar-holokauszt-szembenezest-es-felelossegvallalast-surgettek-0320 https://vs.hu/sport/osszes/az-csudalatos-ferfiak-es-az-o-masinaik-0726 https://vs.hu/magazin/osszes/a-szent-kiralybol-forradalmar-augusztus-20-tortenete-0820 https://vs.hu/kozelet/osszes/tarlos-a-30-as-evek-demonaival-kuzd-igen-a-biciklisekkel-0413	null	default	
2	<embed allowfullscreen=true height=@STYLE src=@LINK type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/sport/osszes/schumacher-honlapjat-ujrainditjak-elso-vb-cimenek-20-evfordulojara-1112 https://vs.hu/sport/osszes/japan-nagydij-a-palya-amit-isten-tervezett-1002	null	default	
5	<embed allowscriptaccess=always height=@STYLE passedtimelines=@NUM src=@LINK type=application/x-shockwave-flash width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/ezt-meg-ki-kell-huzni-de-jovore-lesz-ingyenebed-a-szunetekben-is-1224 https://vs.hu/magazin/osszes/epiteszforum-tobb-ezer-alairo-tiltakozott-az-uj-muzeumok-ellen-0506 https://vs.hu/sport/osszes/a-82-milliard-forintos-bokszmeccs-ahol-a-vesztes-is-nyer-0430 https://vs.hu/kozelet/osszes/bevandorlok-es-halalbuntetes-orban-viktor-strasbourgban-vitazik-0519 https://vs.hu/magazin/osszes/bardoczi-sandor-a-varosligetet-tehermentesiteni-kell-0512	null	default	
26954	<hr class=_long_article>	0.0	0.0	0.0	https://vs.hu/sport/osszes/dzsudzsakek-tiz-emberrel-is-ikszeltek-az-anderlecht-ellen-0219 https://vs.hu/kozelet/osszes/rehab-utan-is-ugyanolyan-nehez-csak-akkor-mar-nem-vagy-gyoker-0121 https://vs.hu/sport/osszes/bodenek-lottootos-volt-gera-elvezte-juhasz-jon-egy-talca-sorrel-1009 https://vs.hu/kozelet/osszes/parizs-ot-ongyilkos-egy-szervezo-egy-segito-ezt-tudni-roluk-1116 https://vs.hu/kozelet/osszes/orban-veszelyben-van-magyarorszag-0921	null	default	
179845	<hr>	0.0	0.0	0.0	https://vs.hu/sport/osszes/a-real-a-bl-gyoztes-0524 https://vs.hu/gazdasag/osszes/par-mondat-a-koltsegvetesrol-1119 https://vs.hu/magazin/osszes/ezt-a-walt-disney-rajzfilmet-meg-biztosan-nem-latta-1104 https://vs.hu/magazin/osszes/peldatlanul-nagy-aszteroida-kozeliti-meg-a-foldet-hetfon-0125 https://vs.hu/kozelet/osszes/el-a-kezekkel-igy-tuntettek-a-duhos-magyarok-1214	null	default	
1	<i class=paragraph>	0.0	1.0	0.0	https://vs.hu/magazin/osszes/sylvester-stallone-festonek-all-0925	null	default	
80	<iframe align=@STYLE frameborder=no height=@STYLE src=@LINK width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/majdnem-osszeutkozott-ket-repulo-video-0707 https://vs.hu/magazin/osszes/szazezreket-tett-otthontalanna-a-paraguayi-aradas-0629 https://vs.hu/magazin/osszes/sziberia-viz-alatt-0601 https://vs.hu/sport/osszes/csokot-adott-a-csajanak-sarga-lapot-kapott-erte-video-1014 https://vs.hu/kozelet/osszes/foldcsuszamlas-sodorta-el-a-fel-falut-video-0731	beagyazott_tartalom	src	
8	<iframe allow=autoplay frameborder=no height=@STYLE scrolling=no src=@LINK width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/a-havi-negyvenezres-tartasdij-mar-soknak-szamit-0130 https://vs.hu/kozelet/osszes/nem-birtak-a-gyerekeik-nelkul-ok-is-kulfoldre-koltoztek-0305 https://vs.hu/kozelet/osszes/a-muszlimokat-jobban-utaljak-mint-a-ciganyokat-0201 https://vs.hu/kozelet/osszes/nem-orult-a-polgarmester-hogy-annyit-foglalkoznak-a-gyerekekkel-0202 https://vs.hu/kozelet/osszes/nem-lehet-ajtostul-berontani-a-ciganytelepre-hogy-jottem-segiteni-0207	beagyazott_tartalom	src	
1	<iframe allow=encrypted-media allowtransparency=true frameborder=@NUM height=@STYLE scrolling=no src=@LINK style=@STYLE width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/sulyos-betegseg-vegzett-a-budapesti-tapirral-0911	beagyazott_tartalom	src	
1	<iframe allowfullscreen= allowtransparency=true frameborder=@NUM height=@STYLE mozallowfullscreen= src=@LINK webkitallowfullscreen= width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/elso-kepek-a-star-wars-az-ebredo-ero-fohoseirol-0504	beagyazott_tartalom	src	
5	<iframe allowfullscreen= class=indavideo-player frameborder=@NUM height=@STYLE scrolling=no src=@LINK title=indavideo video player type=text/html width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/kirugtak-a-jobbik-tevejenek-operatoret-mert-rugdosta-a-menekulteket-0908 https://vs.hu/magazin/osszes/bucsu-nelkul-ne-kuldj-engem-el-psota-irenre-emlekezunk-0225 https://vs.hu/kozelet/osszes/gulyas-gergely-is-kerdore-vonja-a-nepszavazasos-balhe-miatt-kubatovot-0225 https://vs.hu/kozelet/osszes/a-fovarosi-torvenyszek-szerint-habony-arpad-kozszereplo-0921 https://vs.hu/magazin/osszes/bucsu-nelkul-ne-kuldj-engem-el-psota-irenre-emlekezunk-0225	beagyazott_tartalom	src	
1	<iframe allowfullscreen= frameborder=@NUM height=@STYLE id=iframe_container mozallowfullscreen= src=@LINK webkitallowfullscreen= width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/epiteszforum-tobb-ezer-alairo-tiltakozott-az-uj-muzeumok-ellen-0506	beagyazott_tartalom	src	
27	<iframe allowfullscreen= frameborder=@NUM height=@STYLE id=molvideoplayer scrolling=no src=@LINK title=MailOnline Embed Player width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/itt-az-elso-video-a-terroristak-lakasarol-0324 https://vs.hu/kozelet/osszes/komoly-akrobatika-aran-jutott-ki-a-kover-ferfi-a-sportkocsibol-1229 https://vs.hu/kozelet/osszes/video-igy-nezett-ki-a-plaza-elleni-merenylet-0609 https://vs.hu/magazin/osszes/mihez-kezdesz-ha-a-fiad-lemeszarolt-12-gyereket-0226 https://vs.hu/kozelet/osszes/ot-brit-kivegzeserol-tett-kozze-videot-az-iszlam-allam-0103	beagyazott_tartalom	src	
6	<iframe allowfullscreen= frameborder=@NUM height=@STYLE marginheight=@STYLE marginwidth=@STYLE scrolling=no src=@LINK style=@STYLE width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/metroalagutba-epitene-medencet-a-francia-polgarmesterjelolt-0206 https://vs.hu/magazin/osszes/metroalagutba-epitene-medencet-a-francia-polgarmesterjelolt-0206 https://vs.hu/magazin/osszes/szechenyi-furdo-10-bol-9-vendeg-kulfoldi-0527 https://vs.hu/magazin/osszes/metroalagutba-epitene-medencet-a-francia-polgarmesterjelolt-0206 https://vs.hu/magazin/osszes/metroalagutba-epitene-medencet-a-francia-polgarmesterjelolt-0206	beagyazott_tartalom	src	
19	<iframe allowfullscreen= frameborder=@NUM height=@STYLE mozallowfullscreen= scrolling=no src=@LINK webkitallowfullscreen= width=@STYLE>	0.0	0.0	0.0	https://vs.hu/sport/osszes/feljelenti-sajat-szurkolojat-a-hamburg-1030 https://vs.hu/sport/osszes/igy-csinalta-ki-a-gorog-valogatottat-a-feroer-szigetek-0614 https://vs.hu/sport/osszes/ibrahimovic-nyaralni-megy-0415 https://vs.hu/sport/osszes/boduletesen-nagy-golt-lott-tajti-a-barcelonaban-video-0912 https://vs.hu/sport/osszes/igy-csinalta-ki-a-gorog-valogatottat-a-feroer-szigetek-0614	beagyazott_tartalom	src	
2	<iframe allowfullscreen= frameborder=@NUM height=@STYLE mozallowfullscreen= scrolling=no src=@LINK webkitallowfullscreen=>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/motorosbanda-vedi-az-oteves-kislanyt-0603 https://vs.hu/magazin/osszes/hajtomuhiba-sem-hozta-zavarba-az-egykori-pornosztart-0116	beagyazott_tartalom	src	
1	<iframe allowfullscreen= frameborder=@NUM height=@STYLE mozallowfullscreen= src=@LINK title=Sultan webkitallowfullscreen= width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/az-iszlam-allam-tagja-volt-az-isztambuli-merenylo-0112	beagyazott_tartalom	src	
12	<iframe allowfullscreen= frameborder=@NUM height=@STYLE scrolling=no src=@LINK width=@STYLE>	0.0	0.0	0.0	https://vs.hu/magazin/osszes/megtalaltak-a-videojatekok-trojajat-0426 https://vs.hu/magazin/osszes/a-hazassagtores-mar-nem-moka-az-affair-folytatasaban-0630 https://vs.hu/magazin/osszes/meglatogatjak-a-family-guyt-simpsonek-0513 https://vs.hu/magazin/osszes/meg-az-elektrosokk-is-jobb-az-unalomnal-0704 https://vs.hu/magazin/osszes/olyanra-van-szuksegem-akitol-adolf-hitler-is-megijedne-hswp-0824	beagyazott_tartalom	src	
150	<iframe allowfullscreen= frameborder=@NUM height=@STYLE src=@LINK style=@STYLE width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/kina-figyelmeztette-amerikat-hogy-ne-szorakozzanak-0216 https://vs.hu/kozelet/osszes/csak-egy-fotot-akart-elobb-a-mentok-majd-a-rendorok-vittek-el-0214 https://vs.hu/kozelet/osszes/tobb-kilometeres-a-sor-az-m1-esen-obaroknal-1026 https://vs.hu/kozelet/osszes/gyanus-ferfi-miatt-mozgositottak-a-rendorseget-brusszelben-0720 https://vs.hu/kozelet/osszes/szep-kornyeken-laktak-a-brusszeli-merenylok-0324	beagyazott_tartalom	src	
2	<iframe allowfullscreen= frameborder=@NUM height=@STYLE src=@LINK title=Pixter Videó lejátszó width=@STYLE>	0.0	0.0	0.0	https://vs.hu/kozelet/osszes/a-blikk-lefenykepezte-a-csehorszagba-vitt-tankokat-0906 https://vs.hu/sport/osszes/messi-mesterharmasaval-atvette-a-vezetest-a-barcelona-0308	beagyazott_tartalom	src	
7	<iframe allowfullscreen= frameborder=@NUM height=@STYLE src=@LINK type=text/html width=@STYLE>	0.0	0.0	0.0	https://vs.hu/sport/osszes/cantona-a-sajat-utamat-jartam-0125 https://vs.hu/kozelet/osszes/mehetnek-ahova-akarnak-magyarorszagra-hordjak-a-menekulteket1-0918 https://vs.hu/kozelet/osszes/fagyoskodnak-a-havazasban-a-libanonban-elo-szir-menekultek-0102 https://vs.hu/gazdasag/osszes/ahol-januartol-megvaltozik-az-elet-0101 https://vs.hu/kozelet/osszes/es-meg-mi-sirunk-az-idojaras-miatt-1202	beagyazott_tartalom	src	
