frequency	tag	average_word_count	average_descendant_num	immediate_texts_average_length	URL_example	normal_name	preserved_attribute
2	<span class=article-lead>	40.5	0.0	40.5	https://maszol.ro/belfold/33406-keszul-a-vilag-leggyorsabb-autoja	default	default	
1	<span class=body_text adview_js data-adview_js_param=$body itemprop=description>	20.0	0.0	20.0	https://maszol.ro/belfold/43353-kiberelheto-egy-teljes-falu-magyarorszagon	default	default	
5	<span class=bold>	2.0	0.0	2.0	https://maszol.ro/gazdasag/44966-vallalkozoi-konferenciat-szerveztek-haromszeken	default	default	
140	<span class=btag>	1.6785714285714286	1.0	0.0	https://maszol.ro/gazdasag/135206-alairta-soos-zoltan-a-marosvasarhelyi-terel-ut-els-ket-szakaszanak-a-finanszirozasat https://maszol.ro/kultura/128645-iden-elmarad-a-merai-vilagzenei-fesztival https://maszol.ro/belfold/89675-es-csodalkozunk-hogy-romaniaban-kesnek-a-vonatok https://maszol.ro/belfold/89254-otvenszer-fekudt-kes-ala-hogy-peldakepehez-hasonlitson-sikerult https://maszol.ro/sport/62357-hosszu-katinka-kopaszra-borotvalta-a-fejet-aaaaaa	default	default	
9	<span class=cc-message id=cookieconsent:desc>	5.0	1.0	4.0	https://maszol.ro/sport/123924-hosszu-katinka-bizonytalansagban-keszul https://maszol.ro/gazdasag/135206-alairta-soos-zoltan-a-marosvasarhelyi-terel-ut-els-ket-szakaszanak-a-finanszirozasat https://maszol.ro/belfold/108407-nincs-bocsanat-arra-a-bakira-amit-az-egyik-legnagyobb-divathaz-elkovetett https://maszol.ro/kultura/128645-iden-elmarad-a-merai-vilagzenei-fesztival https://maszol.ro/sport/62357-hosszu-katinka-kopaszra-borotvalta-a-fejet-aaaaaa	default	default	
5	<span class=componentheading>	3.0	0.0	3.0	https://maszol.ro/kultura/889-tabor-szinhaz-es-buli-a-hetvegen	default	default	
1	<span class=contentheading>	1.0	0.0	1.0	https://maszol.ro/kultura/889-tabor-szinhaz-es-buli-a-hetvegen	default	default	
1	<span class=esriNumericValue>	15.0	0.0	15.0	https://maszol.ro/belfold/33691-analfabetizmus-romaniaban-meglepetesekkel-infografika	default	default	
4	<span class=estatkiemeles>	4.75	0.0	4.75	https://maszol.ro/belfold/Erdelystat-a-romaniai-iskolak-kozel-tiz-szazalekaban-zajlik-magyar-nyelvu-oktatas	default	default	
2	<span class=fbPhotoCaptionText>	23.5	0.0	23.5	https://maszol.ro/belfold/40295-helyreallitottak-a-donat-szobrot-kolozsaron	default	default	
2	<span class=fbPhotosPhotoCaption data-ft=@NUM id=fbPhotoPageCaption tabindex=@NUM>	26.0	2.0	0.0	https://maszol.ro/kultura/34918-ki-fedezte-fel-a-legkeletibb-magyar-falut	default	default	
2	<span class=fbPhotosPhotoCaption data-ft=@NUM id=fbPhotoSnowliftCaption tabindex=@NUM>	31.0	1.5	0.0	https://maszol.ro/sport/15311-friss-torok-zsoltek-felertek-a-nanga-parbatra https://maszol.ro/sport/19435-szetlovessel-kapott-ki-a-hsc-a-kontinentalis-kupaban	default	default	
1	<span class=fbPhotoTagList id=fbPhotoSno src=@LINK>	5.0	2.0	0.0	https://maszol.ro/kultura/17162-teli-latogato-az-idei-termeszetfoto-palyazat-gyoztese	default	default	
1	<span class=fbPhotoTagList id=fbPhotoSnow src=@LINK>	6.0	2.0	0.0	https://maszol.ro/kultura/17162-teli-latogato-az-idei-termeszetfoto-palyazat-gyoztese	default	default	
3	<span class=fbPhotoTagList id=fbPhotoSnowliftTagList>	9.0	4.666666666666667	0.6666666666666666	https://maszol.ro/kultura/17162-teli-latogato-az-idei-termeszetfoto-palyazat-gyoztese	default	default	
1	<span class=fcg src=@LINK>	5.0	2.0	0.0	https://maszol.ro/kultura/17162-teli-latogato-az-idei-termeszetfoto-palyazat-gyoztese	default	default	
1	<span class=forras>	3.0	0.0	3.0	https://maszol.ro/gazdasag/42579-egymas-utan-epulnek-majd-itthon-az-autopalyak	default	default	
10	<span class=fsl>	25.7	0.9	10.8	https://maszol.ro/kultura/43318-matyas-kiralyt-koszontottek-fel-slammerek-kolozsvaron https://maszol.ro/belfold/42782-kepletesen-kettevagtak-a-kolozsvari-tarsadalmat-galeria https://maszol.ro/belfold/36123-orban-ellen-es-mellett-is-tuntetnek-kolozsvaron https://maszol.ro/belfold/43759-ujabb-villamcsoduletre-keszul-a-musai-muszaj https://maszol.ro/belfold/43147-villampiknik-a-kolozsvari-tobbnyelvusegert-galeria	default	default	
17	<span class=hasCaption>	11.588235294117647	0.17647058823529413	8.529411764705882	https://maszol.ro/sport/15311-friss-torok-zsoltek-felertek-a-nanga-parbatra https://maszol.ro/sport/19435-szetlovessel-kapott-ki-a-hsc-a-kontinentalis-kupaban https://maszol.ro/kultura/17162-teli-latogato-az-idei-termeszetfoto-palyazat-gyoztese https://maszol.ro/kultura/34918-ki-fedezte-fel-a-legkeletibb-magyar-falut https://maszol.ro/belfold/44137-nezzen-olelkezo-magyarokat-es-romanokat-galeria	default	default	
1	<span class=high-lite>	32.0	0.0	32.0	https://maszol.ro/kulfold/Sajtoirodaknak-otthont-ado-toronyhazat-dontott-romba-egy-izraeli-legicsapas	default	default	
10	<span class=hozzavalo>	1.2	0.0	1.2	https://maszol.ro/eletmod/Megszaradt-a-husveti-kalacs-Igy-mentse-meg-a-maradekot	default	default	
1	<span class=im>	36.0	0.0	36.0	https://maszol.ro/belfold/53933-a-sapientia-tudomanyegyetem-napjat-unnepeltek-csikszeredaban	default	default	
3	<span class=innertext_row>	12.0	0.3333333333333333	12.0	https://maszol.ro/eletmod/Ezen-a-napon-jobb-ha-nem-latja-meg-a-medve-az-arnyekat-ezek-a-gyertyaszentelohoz-kapcsolodo-hiedelmek	default	default	
1	<span class=inter-simple>	122.0	0.0	122.0	https://maszol.ro/kulfold/41052-ket-tuszdrama-franciaorszagban-percrol-percre	default	default	
1	<span class=ja-typo-bubble-author>	2.0	0.0	2.0	https://maszol.ro/kulfold/279-budapest-eliranyitotta-a-reszkepzesszervezest	default	default	
35	<span class=kiemeles_gray>	25.428571428571427	0.45714285714285713	22.571428571428573	https://maszol.ro/belfold/Van-e-ertelme-antitest-tesztet-vegeznunk-az-oltas-utan-Szakertot-kerdeztunk https://maszol.ro/eletmod/Nyugtalanito-dolog-kerult-ki-az-indiai-virusmutansrol https://maszol.ro/belfold/Almok-utak-eselyek-nemzetkozi-melyszegenysegi-konferencia-kezdodott-Csikszeredaban https://maszol.ro/kulfold/Orban-Viktor-majus-elejere-negymillioan-megkapjak-az-elso-oltasukat-Magyarorszagon https://maszol.ro/belfold/Koronavirus-Romaniaban-tobb-mint-ezer-szemelynel-mutattak-ki-ez-idaig-a-brit-varianst	default	default	
35	<span class=kiemeles>	11.257142857142858	0.22857142857142856	10.314285714285715	https://maszol.ro/belfold/Meltanyos-igazsagszolgaltatast-szeretnenk-Csoma-Botond-reagalt-a-DNA-vadjaira https://maszol.ro/eletmod/Igy-segit-a-csaladon-beluli-eroszak-aldozatainak-a-nagyvaradi-Lampas-Alapitvany https://maszol.ro/sport/Eb-2020-kiderult-mennyi-nezo-lesz-a-muncheni-merkozeseken https://maszol.ro/belfold/Mar-csak-harom-piros-megye-van-az-orszagban https://maszol.ro/kulfold/Halalra-keseltek-egy-francia-rendornot-a-tamadot-lelottek	default	default	
1	<span class=lead>	30.0	0.0	30.0	https://maszol.ro/gazdasag/46012-eb-a-google-visszael-piaci-folenyevel	default	default	
16	<span class=linkek>	2.0	1.0	0.0	https://maszol.ro/kultura/6257-legjobbjait-dijazta-a-kolozsvari-szinhaz-tarsulata	default	default	
9	<span class=mennyiseg>	1.0	0.0	1.0	https://maszol.ro/eletmod/Megszaradt-a-husveti-kalacs-Igy-mentse-meg-a-maradekot	default	default	
9	<span class=mertekegyseg>	1.0	0.0	1.0	https://maszol.ro/eletmod/Megszaradt-a-husveti-kalacs-Igy-mentse-meg-a-maradekot	default	default	
1	<span class=mw-headline id=@LONG>	3.0	0.0	3.0	https://maszol.ro/belfold/89731-kicsi-kellett-hozza-hogy-csengetty-ne-snowmobilozzon-egyet	default	default	
3	<span class=nero>	1.6666666666666667	0.0	1.6666666666666667	https://maszol.ro/belfold/42842-ezek-a-tiz-eves-youtube-legnezettebb-videoi	default	default	
17	<span class=null>	28.470588235294116	0.058823529411764705	28.470588235294116	https://maszol.ro/belfold/40860-szamon-kerik-az-ifjusagi-fovaros-tobbnyelvuseget-a-magyar-fiatalok https://maszol.ro/belfold/32597-most-acum-mas-modszerekkel-de-a-nyelvi-jogokert-kuzdunk https://maszol.ro/belfold/35533-a-90-es-evek-nosztalgiasorozat-kazettas-walkman https://maszol.ro/belfold/34896-a-90-es-evek-nosztalgiasorozat-turbo-rago https://maszol.ro/belfold/33357-zavarja-a-romanokat-ha-magyarul-vasarolunk-infografika	default	default	
1	<span class=offprhely>	13.0	0.0	13.0	https://maszol.ro/kultura/5838-a-kiraly-halodik-anamnesis-illes-profeta-szeke-az-interferenciakonjo	default	default	
3	<span class=p-mega>	6.666666666666667	0.6666666666666666	3.3333333333333335	https://maszol.ro/gazdasag/49687-nobel-dijas-kozgazdasz-vedi-meg-a-gorogoket https://maszol.ro/eletmod/Az-autoimmun-betegeket-konnyebben-megfertozheti-a-koronavirus	default	default	
1	<span class=ProfileTweet-originalAuthor u-pullLeft u-textTruncate js-action-profile-name>	2.0	2.0	0.0	https://maszol.ro/sport/30714-mar-gyulekeznek-a-corinthians-stadionban-galeria	default	default	
1	<span class=ProfileTweet-screenname u-inlineBlock u-dir dir=ltr>	1.0	0.0	1.0	https://maszol.ro/sport/30714-mar-gyulekeznek-a-corinthians-stadionban-galeria	default	default	
1	<span class=recept_adag recept_adag_calculate>	1.0	1.0	0.0	https://maszol.ro/eletmod/Megszaradt-a-husveti-kalacs-Igy-mentse-meg-a-maradekot	default	default	
1	<span class=recept_adag_calculate_num>	1.0	0.0	1.0	https://maszol.ro/eletmod/Megszaradt-a-husveti-kalacs-Igy-mentse-meg-a-maradekot	default	default	
1	<span class=recept_adag_container>	1.0	2.0	0.0	https://maszol.ro/eletmod/Megszaradt-a-husveti-kalacs-Igy-mentse-meg-a-maradekot	default	default	
36	<span class=sr-only>	1.0	0.0	1.0	https://maszol.ro/belfold/89254-otvenszer-fekudt-kes-ala-hogy-peldakepehez-hasonlitson-sikerult https://maszol.ro/sport/62357-hosszu-katinka-kopaszra-borotvalta-a-fejet-aaaaaa https://maszol.ro/belfold/108407-nincs-bocsanat-arra-a-bakira-amit-az-egyik-legnagyobb-divathaz-elkovetett https://maszol.ro/belfold/105571-most-a-vilag-legszebb-n-je https://maszol.ro/sport/123924-hosszu-katinka-bizonytalansagban-keszul	default	default	
32	<span class=st>	5.65625	0.1875	3.40625	https://maszol.ro/belfold/42452-uj-puspok-kerult-a-szekelyfoldi-ortodox-egyhazmegye-elere https://maszol.ro/kultura/41603-harom-napig-ingyenesen-elerheto-lesz-az-hbo https://maszol.ro/belfold/35595-nem-orvend-a-roman-politika-az-autonomiatervezetnek https://maszol.ro/gazdasag/40231-koltsegvetes-33-javaslatot-nyujtott-be-az-rmdsz https://maszol.ro/kulfold/70379-jogsert-ek-a-kulhoni-magyaroknak-kuldott-kampanylevelek	default	default	
3	<span class=storyTop>	43.0	1.3333333333333333	31.0	https://maszol.ro/kulfold/41358-holttestek-tucatjait-talaltak-egy-manchesteri-kanalisban	default	default	
9	<span class=tag>	2.6666666666666665	1.0	0.0	https://maszol.ro/sport/123924-hosszu-katinka-bizonytalansagban-keszul https://maszol.ro/sport/62357-hosszu-katinka-kopaszra-borotvalta-a-fejet-aaaaaa https://maszol.ro/belfold/108407-nincs-bocsanat-arra-a-bakira-amit-az-egyik-legnagyobb-divathaz-elkovetett https://maszol.ro/kultura/128645-iden-elmarad-a-merai-vilagzenei-fesztival https://maszol.ro/belfold/105571-most-a-vilag-legszebb-n-je	default	default	
2	<span class=text id=text>	115.5	3.0	100.5	https://maszol.ro/gazdasag/46012-eb-a-google-visszael-piaci-folenyevel	default	default	
13	<span class=text_exposed_show>	30.153846153846153	0.3076923076923077	30.0	https://maszol.ro/belfold/42477-tamogatoinak-irt-levelet-nagy-zsolt-a-bortonbol https://maszol.ro/kultura/34918-ki-fedezte-fel-a-legkeletibb-magyar-falut https://maszol.ro/belfold/38761-horvath-anna-johannis-feladata-viszonozni-az-erdelyi-magyarok-bizalmat https://maszol.ro/belfold/43147-villampiknik-a-kolozsvari-tobbnyelvusegert-galeria https://maszol.ro/belfold/36123-orban-ellen-es-mellett-is-tuntetnek-kolozsvaron	default	default	
1	<span class=tiny_zoldcim>	5.0	0.0	5.0	https://maszol.ro/sport/114311-bl-selejtez-omrani-mesterharmasaval-jutott-tovabb-a-kolozsvari-cfr	default	default	
2	<span class=tooltiptext id=@copyButtonNUM>	1.5	0.0	1.5	https://maszol.ro/eletmod/Mukodik-az-elmeiras-gondolataival-irt-mondatokat-egy-nyaktol-lefele-lebenult-ferfi https://maszol.ro/eletmod/Az-ujabb-novenyvedoszerek-mergezobbek-mehek-tomeges-pusztulasat-okozhatjak	default	default	
1	<span class=trdeflink>	3.0	0.0	3.0	https://maszol.ro/kulfold/7474-tabajdi-nem-tokes-laszlo-donti-el-ki-szamit-nemzetinek	default	default	
2	<span class=userContent>	59.0	2.5	34.0	https://maszol.ro/kultura/16465-kmnoriasi-erdeklodes-mar-a-nulladik-napon https://maszol.ro/kulfold/19167-szel-bernadett-nem-hagyta-magat-kiengesztelni-egy-csokor-viraggal	default	default	
1	<span class=watch-title dir=ltr id=eow-title style=@STYLE title=@LONG>	45.0	0.0	45.0	https://maszol.ro/eletmod/55589-tevhitek-nyomaban-kukaba-vagy-kamraba-keruljon-a-voros-hus	default	default	
1	<span class=watch-title dir=ltr id=eow-title style=@STYLE title=The Next Rembrandt>	3.0	0.0	3.0	https://maszol.ro/eletmod/62786-ugy-hamisitja-rembrandtot-egy-3d-nyomtato-hogy-rembrandt-is-irigyelne	default	default	
2	<span class=watch-title dir=ltr style=@STYLE title=AttyDEX - A kezdet>	21.5	1.5	21.5	https://maszol.ro/belfold/53233-ezek-a-leggagyibb-erdelyi-magyar-rapklipek	default	default	
21	<span courier= font-weight:= id=@lbLeadNUM style=@STYLE text-align:=@STYLE>	27.761904761904763	0.09523809523809523	27.666666666666668	https://maszol.ro/gazdasag/100277-konkurenciat-kap-nagy-britanniaban-az-uber https://maszol.ro/kulfold/103442-ilyen-bombaval-probaltak-meggyilkolni-soros-gyorgyot https://maszol.ro/eletmod/103207-a-mutato-es-a-gy-r-sujj-hossza-osszefugghet-a-szexualitassal https://maszol.ro/kulfold/97673-holland-miniszterelnok-europa-sikere-a-jogallamisag-ervenyesulese https://maszol.ro/kulfold/93955-nem-engednek-macronnak-sztrajkok-benitjak-meg-franciaorszagot	default	default	
1	<span courier= font-weight:= style=@STYLE text-align:=@STYLE>	20.0	0.0	20.0	https://maszol.ro/kulfold/97731-a-zoldenergia-mellett-tettek-le-a-voksot-unios-targyalok	default	default	
1	<span courier= id=@lbBodyNUM style=@STYLE text-align:=@STYLE>	49.0	0.0	49.0	https://maszol.ro/kulfold/93955-nem-engednek-macronnak-sztrajkok-benitjak-meg-franciaorszagot	default	default	
5	<span courier= style=@STYLE text-align:=@STYLE>	35.2	0.0	35.2	https://maszol.ro/kulfold/124211-amerikaban-mar-tobb-a-regisztralt-koronavirus-fert-zott-mint-kinaban https://maszol.ro/kulfold/73308-hadgyakorlatot-inditott-ukrajna-a-krim-kozeleben https://maszol.ro/kulfold/93955-nem-engednek-macronnak-sztrajkok-benitjak-meg-franciaorszagot	default	default	
5	<span data-markjs=true data-ogab= data-ogac= data-ogsb= data-ogsc=>	1.0	0.0	1.0	https://maszol.ro/belfold/126848-bethlen-klara-pontositasok-a-2019-szeptember-24-en-megjelent-romsics-ignac-interjuhoz	default	default	
8	<span data-reactid=@LONG>	20.125	0.375	11.625	https://maszol.ro/belfold/38103-teodor-melecanu-is-pontat-tamogatja https://maszol.ro/belfold/39404-nem-mindenki-ker-a-novemberi-karacsonybol https://maszol.ro/belfold/38826-mire-hasznaljuk-a-magyar-allampolgarsagot https://maszol.ro/belfold/43496-demonstraciot-tartanak-a-fovarosban-az-utasszallitok-es-taxisok https://maszol.ro/gazdasag/48943-fovarosi-szakmai-utat-szerveztek-haromszeki-fiatal-kozgazdaszok	default	default	
1	<span dir=auto>	4.0	0.0	4.0	https://maszol.ro/belfold/39208-moldovaba-latogat-klaus-johannis	default	default	
1	<span dir=ltr id=:dg>	16.0	0.0	16.0	https://maszol.ro/belfold/35863-ket-napon-mulhat-a-ketnyelvu-tablak-engedelyezese-kolozsvaron	default	default	
1	<span dir=ltr id=:ku>	1.0	0.0	1.0	https://maszol.ro/belfold/45536-szel-es-eso-varhato-husvetra	default	default	
1	<span dir=ltr id=:lj>	29.0	0.0	29.0	https://maszol.ro/gazdasag/47523-megsem-adoztatjak-meg-a-borravalokat	default	default	
1	<span dir=ltr id=:lk>	26.0	4.0	27.0	https://maszol.ro/gazdasag/47523-megsem-adoztatjak-meg-a-borravalokat	default	default	
1	<span dir=ltr id=:ug>	1.0	1.0	2.0	https://maszol.ro/belfold/40125-toba-zuhant-mamaian-a-smurd-helikoptere	default	default	
5	<span dir=ltr id=@NUM>	16.4	0.2	16.6	https://maszol.ro/belfold/43069-szatmari-magyar-no-vesztette-eletet-olaszorszagban https://maszol.ro/belfold/48379-szabadlabon-vedekezhet-kiss-sandor https://maszol.ro/eletmod/39144-botranyos-intezkedesekre-keszul-klaus-johannis-alhir https://maszol.ro/belfold/40410-leteszi-a-hivatali-eskut-klaus-johannis https://maszol.ro/belfold/26061-a-szekely-szabadsag-napja-marosvasarhelyen	default	default	
2	<span dir=ltr>	22.5	1.0	5.5	https://maszol.ro/kultura/117551-iro-erdelyi-iro-erdely-leiroja-ismertet-je-k-vary-laszlora-emlekeztek-kolozsvaron https://maszol.ro/belfold/43069-szatmari-magyar-no-vesztette-eletet-olaszorszagban	default	default	
1	<span dir=rtl>	8.0	0.0	8.0	https://maszol.ro/sport/67288-irany-rio-olimpiara-keszul-a-17-eves-kolozsvari-miklos-andrea	default	default	
2	<span dir=RTL>	1.0	0.0	1.0	https://maszol.ro/belfold/132958-hogyan-valt-virustagadobol-virushordozova-donald-trump https://maszol.ro/belfold/133418-dont-sok-es-kulondijasak-lettek-a-bbte-hallgatoi-egy-mexikoi-egyetem-esettanulmany-versenyen	default	default	
20	<span face=@STYLE>	29.6	0.1	29.6	https://maszol.ro/belfold/21412-profi-szulessegito-eszkozt-talalt-fel-egy-autoszerelo https://maszol.ro/belfold/20362-a-one-direction-egyuttes-befolyasosabb-a-brit-kormanyfonel https://maszol.ro/belfold/19187-antal-timit-a-szerelem-fozni-tanitja https://maszol.ro/belfold/21414-vilagunk-a-szarkazmus-tukreben-galeria https://maszol.ro/belfold/30960-ingatlankrimi-a-hoher-haza-mellett-kolozsvaron	default	default	
8	<span font-size:=@STYLE font-style:=@STYLE font-variant:= font-weight:= letter-spacing:= line-height:=@STYLE orphans:= style=@STYLE text-align:=@STYLE text-decoration:= text-indent:= text-transform:= trebuchet= white-space:= word-spacing:=>	1.875	0.0	1.875	https://maszol.ro/eletmod/103145-nemzetkozi-szepsegversenyen-nyert-dijat-a-gyimeskozeploki-blaga-tunde https://maszol.ro/eletmod/102427-tanacsok-egyetemistaknak-10-1-eletment-eszkoz-a-diakbentlakasban https://maszol.ro/eletmod/99194-ez-volt-sissi-kiralyne-kedvenc-illata https://maszol.ro/eletmod/95431-daubner-anna-divattervez-volt-a-blogdiler-meghivottja https://maszol.ro/eletmod/93396-jakupcsek-gabriella-felelemb-l-nem-lehet-elni-interju	default	default	
32	<span font-size:=@STYLE helvetica= style=@STYLE>	16.9375	0.78125	16.3125	https://maszol.ro/belfold/133738-iktatta-az-rmdsz-a-hargita-megyei-parlamenti-jelolesi-dossziekat https://maszol.ro/belfold/109760-frissitve-d-ncil-fenntartja-allaspontjat-romania-izraeli-nagykovetsegenek-jeruzsalembe-valo-koltozteteser-l https://maszol.ro/kultura/123345-elhalasztjak-a-17-erdelyi-humorfesztivalt-is https://maszol.ro/eletmod/110555-taplalekallergia-milyen-a-hazai-helyzet https://maszol.ro/belfold/104226-holtan-talaltak-otthonaban-egy-35-eves-n-t	default	default	
1	<span font-size:=@STYLE libre= style=@STYLE text-align:=@STYLE>	3.0	0.0	3.0	https://maszol.ro/belfold/114063-unios-tamogatasbol-teszik-lehet-ve-a-szemelyi-iratok-es-a-jogositvany-online-igenyleset	default	default	
2	<span font-size:=@STYLE open= style=@STYLE>	18.5	0.0	18.5	https://maszol.ro/belfold/105975-atalakulas-fejl-des-es-innovacio-erdelyben-ahogy-a-tarsadalomkutatok-latjak https://maszol.ro/eletmod/97781-segitunk-megtervezni-gyermeke-vakaciojat-erdelyi-taborkorkep	default	default	
7	<span font-size:=@STYLE style=@STYLE trebuchet=>	3.4285714285714284	0.0	3.4285714285714284	https://maszol.ro/sport/130305-legy-ztek-a-rivalist-craiovan-hatodszor-bajnok-a-kolozsvari-cfr https://maszol.ro/sport/78818-hivatalos-romaniaba-varjak-nyaron-a-copa-america-bajnokat https://maszol.ro/kultura/102052-kalandozasok-terben-es-id-ben-szilagyi-aladarral	default	default	
20	<span helvetica= style=@STYLE>	3.1	0.1	3.1	https://maszol.ro/belfold/133911-koronavirus-romaniaban-4000-alatt-az-uj-esetek-szama-de-meg-tobben-vannak-intenziven https://maszol.ro/kulfold/133918-olaszorszagban-tovabb-szigoritanak-kora-este-zarni-kell-a-vendeglatohelyeket https://maszol.ro/belfold/105791-legyel-te-is-angyal-ismet-teljesitheti-raszorulo-kisgyerekek-kivansagait https://maszol.ro/velemeny/110978-vig-emese-ongyilkos-merenyletek-magantortenelem https://maszol.ro/belfold/133923-szekely-autonomia-napja-brusszelnek-uzentek-az-rtuzek-mell-l	default	default	
2	<span id=@lbBodyNUM style=@STYLE>	23.5	0.0	23.5	https://maszol.ro/kulfold/11196-tizennegyen-meghaltak-egy-kinai-szallodatuzben https://maszol.ro/belfold/45046-az-alkotmanybirosagra-kerulhet-dan-ova-letartoztatasanak-ugye	default	default	
571	<span id=@lbBodyNUM>	42.45709281961471	0.24518388791593695	42.20315236427321	https://maszol.ro/kulfold/14037-arabnak-hittek-es-lelottek-egy-zsido-ferfit-a-siratofalnal https://maszol.ro/kulfold/33801-nem-lesz-nepszavazas-horvatorszagban-a-kisebbsegi-nyelvhasznalatrol https://maszol.ro/kulfold/21032-a-toryk-nem-tudnak-belenyugodni-a-roman-bevandorlok-erkezesebe https://maszol.ro/kulfold/94482-1-215-879-en-irtak-ala-a-minority-safepack-polgari-kezdemenyezest https://maszol.ro/sport/15931-hosszu-szallitotta-a-negyedik-magyar-aranyermet-a-vizes-vb-n	default	default	
192	<span id=@lbLeadNUM style=@STYLE>	24.947916666666668	0.13541666666666666	24.645833333333332	https://maszol.ro/gazdasag/37237-elkezdodott-a-nagyvaradi-repuloter-felujitasa https://maszol.ro/belfold/45123-ponta-megnevezte-penzugyminiszter-jeloltjet https://maszol.ro/belfold/33334-a-szekely-hosiesseget-meltatta-a-nyergesteton-victor-ponta https://maszol.ro/gazdasag/37634-ev-vegeig-liberalizaljak-a-gaz-arat-az-ipari-fogyasztok-szamara https://maszol.ro/kulfold/43017-hajlektalanellenes-tuskeket-telepitett-egy-manchesteri-aruhaz	default	default	
10	<span id=@lbLeadNUM>	22.3	0.0	22.3	https://maszol.ro/kulfold/95349-az-europa-tanacs-tobb-tagja-is-erintett-az-azeri-korrupcios-botranyban https://maszol.ro/kulfold/91678-n-a-babakotveny-kamata https://maszol.ro/kulfold/6895-rogan-2014-ben-nem-lesz-valasztasi-regisztracio https://maszol.ro/gazdasag/90660-novemberben-enyhen-n-tt-a-kiskereskedelmi-forgalom-volumene https://maszol.ro/kulfold/25103-kijevben-menekulnek-a-kormanyparti-kepviselok-a-parlamentbol	default	default	
1	<span id=@lbTitleNUM style=@STYLE>	7.0	0.0	7.0	https://maszol.ro/kulfold/23422-megvan-a-magyar-baloldali-lista-otos-fogata	default	default	
12	<span id=@lbTitleNUM>	11.916666666666666	0.16666666666666666	11.916666666666666	https://maszol.ro/sport/Magyar-kezi-drama-Gizaban-hosszabbitas-utan-a-franciak-jutottak-a-vb-elodontobe https://maszol.ro/sport/Bajnokok-Ligaja-nagy-lepest-tett-a-negyeddonto-fele-a-PSG-es-a-Liverpool https://maszol.ro/sport/Fucsovics-Marton-elvesztette-a-rotterdami-tenisztorna-dontojet https://maszol.ro/sport/FIFA-ranglista-Magyarorszag-megelozte-Romaniat https://maszol.ro/sport/Noi-kezi-BL-a-Gyor-es-a-Bukarest-is-negyeddontobe-jutott	default	default	
23	<span id=@LONG>	12.478260869565217	0.6521739130434783	2.0869565217391304	https://maszol.ro/belfold/41692-hatalmas-bukas-a-google-kozossegi-oldala https://maszol.ro/sport/13673-mit-irjanak-eross-zsolt-bekasi-szorosi-emlektablajara https://maszol.ro/eletmod/115398-lepten-nyomon-segesvaron-korbeutazzuk-erdelyt-markus-eva-videobloggerrel https://maszol.ro/belfold/39194-levalthatja-az-egeret-egy-uj-keszulek https://maszol.ro/belfold/38544-mutatja-majd-a-telefonunk-hol-van-parkolohely	default	default	
9	<span id=@NUM>	29.88888888888889	0.3333333333333333	29.77777777777778	https://maszol.ro/belfold/12475-kreativitasunk-gyilkosairol-beszelt-freund-tamas-agykutato-kolozsvaron https://maszol.ro/belfold/38892-harom-auto-utkozott-szatmarnemetiben https://maszol.ro/belfold/41510-egy-83-eves-tolokocsist-gazolt-el-a-70-eves-autos-szatmaron https://maszol.ro/belfold/39112-ittas-gyalogos-vetette-magat-egy-autora-szatmaron https://maszol.ro/kultura/12006-anyak-napi-beszelgetes-panek-kati-szinesszel	default	default	
1	<span id=mymemory>	1.0	0.0	1.0	https://maszol.ro/belfold/40173-nimfomania-tenisz-diaszpora-ezek-erdekeltek-iden-a-romanokat	default	default	
1	<span itemprop=articleBody>	5.0	0.0	5.0	https://maszol.ro/belfold/35316-negy-fiatal-egett-halalra-egy-szilagy-megyei-autobalesetben	default	default	
1	<span lang=da-DK>	2.0	0.0	2.0	https://maszol.ro/belfold/Aradon-helyeznek-orok-nyugalomra-a-Kolozsvaron-kihantolt-magyar-honvedeket	default	default	
3	<span lang=DE style=@STYLE>	27.333333333333332	0.0	27.333333333333332	https://maszol.ro/kultura/5838-a-kiraly-halodik-anamnesis-illes-profeta-szeke-az-interferenciakonjo	default	default	
1	<span lang=de-DE>	1.0	0.0	1.0	https://maszol.ro/belfold/Aradon-helyeznek-orok-nyugalomra-a-Kolozsvaron-kihantolt-magyar-honvedeket	default	default	
5	<span lang=EN-GB style=@STYLE>	27.8	0.0	27.8	https://maszol.ro/gazdasag/4324-verseny-helyett-eletszeru-vallalkozasoke-a-jovo-a-kistelepuleseken	default	default	
1	<span lang=EN-GB>	2.0	0.0	2.0	https://maszol.ro/gazdasag/4324-verseny-helyett-eletszeru-vallalkozasoke-a-jovo-a-kistelepuleseken	default	default	
6	<span lang=en-GB>	6.333333333333333	0.0	6.333333333333333	https://maszol.ro/kulfold/Vincze-Lorant-elfogadhatatlan-a-21-szazad-Europajaban-nemzetisegi-alapon-ingatlanokat-elkobozni	default	default	
7	<span lang=en-US style=@STYLE>	13.428571428571429	0.2857142857142857	13.142857142857142	https://maszol.ro/velemeny/94844-rostas-peter-istvan-orban-oroksege	default	default	
